,CAKE US Equity,CAKE US Equity,CAKE US Equity,CAKE US Equity,CAKE US Equity
2021-01-20,39.3129,41.1421,39.2097,40.7481,1433002.0
2021-01-21,40.8513,40.992,39.8851,40.3166,1091322.0
2021-01-22,39.7913,39.9602,38.9377,39.735,839810.0
2021-01-23,39.7913,39.9602,38.9377,39.735,839810.0
2021-01-24,39.7913,39.9602,38.9377,39.735,839810.0
2021-01-25,40.3541,44.641,40.1126,42.2021,1801260.0
2021-01-26,42.3803,43.853,41.658,43.0651,1676584.0
2021-01-27,42.2677,53.6554,42.2114,46.8172,5267153.0
2021-01-28,44.6597,47.4457,41.9019,42.2161,2921371.0
2021-01-29,42.9713,46.0152,41.4141,42.1833,2085424.0
2021-01-30,42.9713,46.0152,41.4141,42.1833,2085424.0
2021-01-31,42.9713,46.0152,41.4141,42.1833,2085424.0
2021-02-01,43.0182,43.0182,41.4047,42.1739,890515.0
2021-02-02,42.3498,42.6052,40.0634,40.6918,1548176.0
2021-02-03,40.7763,43.4403,40.3729,42.8868,834440.0
2021-02-04,43.1495,43.7123,42.8118,43.262,523281.0
2021-02-05,43.7873,44.8848,43.6091,44.444,522656.0
2021-02-06,43.7873,44.8848,43.6091,44.444,522656.0
2021-02-07,43.7873,44.8848,43.6091,44.444,522656.0
2021-02-08,44.9317,45.8792,44.0875,45.7384,593344.0
2021-02-09,45.7291,47.2487,44.9036,46.9204,647078.0
2021-02-10,47.1643,49.1529,46.9296,47.7083,1221971.0
2021-02-11,48.0236,48.4212,46.245,48.4118,1326381.0
2021-02-12,47.9897,48.0835,46.4373,46.911,555704.0
2021-02-13,47.9897,48.0835,46.4373,46.911,555704.0
2021-02-14,47.9897,48.0835,46.4373,46.911,555704.0
2021-02-15,47.9897,48.0835,46.4373,46.911,555704.0
2021-02-16,46.9016,47.305,46.3294,46.9485,717018.0
2021-02-17,46.7797,46.7797,44.1626,44.3971,1265297.0
2021-02-18,45.8998,48.4511,44.6034,48.0272,1945544.0
2021-02-19,48.0272,49.7157,47.849,49.4812,1133148.0
2021-02-20,48.0272,49.7157,47.849,49.4812,1133148.0
2021-02-21,48.0272,49.7157,47.849,49.4812,1133148.0
2021-02-22,48.9946,51.695,48.4212,50.635,1734576.0
2021-02-23,50.5412,51.2541,48.5338,50.4567,1368541.0
2021-02-24,50.982,52.9801,50.6537,52.0795,1106565.0
2021-02-25,51.7419,52.2484,49.0403,51.1509,1009835.0
2021-02-26,50.8132,52.239,48.7026,51.5449,862973.0
2021-02-27,50.8132,52.239,48.7026,51.5449,862973.0
2021-02-28,50.8132,52.239,48.7026,51.5449,862973.0
2021-03-01,52.3422,53.5616,51.967,52.0233,695845.0
2021-03-02,52.2484,53.2714,51.6293,52.9425,520961.0
2021-03-03,53.4678,56.0193,52.9988,54.509,1062434.0
2021-03-04,55.1563,55.9067,50.1847,52.2484,1201108.0
2021-03-05,53.1395,53.2521,49.1435,52.6424,967338.0
2021-03-06,53.1395,53.2521,49.1435,52.6424,967338.0
2021-03-07,53.1395,53.2521,49.1435,52.6424,967338.0
2021-03-08,53.4678,55.9818,52.7455,55.2876,806332.0
2021-03-09,55.3439,55.9161,53.5804,54.4809,689586.0
2021-03-10,55.1938,55.8317,54.1245,55.3533,587830.0
2021-03-11,55.2501,55.8867,53.612,54.0682,747764.0
2021-03-12,54.6779,58.1205,54.4059,57.9235,902648.0
2021-03-13,54.6779,58.1205,54.4059,57.9235,902648.0
2021-03-14,54.6779,58.1205,54.4059,57.9235,902648.0
2021-03-15,58.6176,59.2836,57.22,58.6082,738138.0
2021-03-16,58.233,58.4113,55.7379,56.357,508733.0
2021-03-17,56.3664,57.6561,55.9958,57.2481,420228.0
2021-03-18,56.9948,58.0736,55.888,56.1037,443486.0
2021-03-19,55.7848,57.492,54.7342,56.6009,649887.0
2021-03-20,55.7848,57.492,54.7342,56.6009,649887.0
2021-03-21,55.7848,57.492,54.7342,56.6009,649887.0
2021-03-22,56.5821,57.1637,54.5467,54.8843,646610.0
2021-03-23,53.6601,55.372,51.4417,51.5824,927622.0
2021-03-24,52.4548,54.1057,51.301,51.5167,828051.0
2021-03-25,51.2916,56.1318,50.6542,55.8598,963361.0
2021-03-26,56.7978,58.2799,55.5034,58.1674,828931.0
2021-03-27,56.7978,58.2799,55.5034,58.1674,828931.0
2021-03-28,56.7978,58.2799,55.5034,58.1674,828931.0
2021-03-29,57.8021,58.5144,54.5653,54.5747,600278.0
2021-03-30,54.7717,56.5633,54.6873,55.9349,387934.0
2021-03-31,55.9349,56.9948,54.7717,54.8843,502086.0
2021-04-01,55.3814,56.1834,54.4528,55.4189,597637.0
2021-04-02,55.3814,56.1834,54.4528,55.4189,597637.0
2021-04-03,55.3814,56.1834,54.4528,55.4189,597637.0
2021-04-04,55.3814,56.1834,54.4528,55.4189,597637.0
2021-04-05,55.8035,56.357,54.1995,54.9218,645649.0
2021-04-06,55.3251,56.4226,54.2745,54.4528,627192.0
2021-04-07,54.1901,56.6478,54.1807,55.888,414653.0
2021-04-08,55.5878,55.9677,54.4997,55.8598,432241.0
2021-04-09,56.0005,56.0005,54.2183,54.9781,462184.0
2021-04-10,56.0005,56.0005,54.2183,54.9781,462184.0
2021-04-11,56.0005,56.0005,54.2183,54.9781,462184.0
2021-04-12,55.3439,55.8411,54.6685,55.4565,404114.0
2021-04-13,55.1844,55.2782,53.5804,54.04,558976.0
2021-04-14,54.237,55.8799,54.0869,54.5935,532678.0
2021-04-15,55.4377,55.4377,54.0963,54.1151,378334.0
2021-04-16,54.6873,55.1375,53.768,54.2558,370269.0
2021-04-17,54.6873,55.1375,53.768,54.2558,370269.0
2021-04-18,54.6873,55.1375,53.768,54.2558,370269.0
2021-04-19,54.2839,54.9781,53.8243,54.5935,400791.0
2021-04-20,54.509,55.3439,51.5261,52.3516,771948.0
2021-04-21,51.967,54.0776,51.7325,54.04,452206.0
2021-04-22,54.3214,56.0099,53.8899,55.4002,894508.0
2021-04-23,55.888,55.888,54.0776,54.2745,683216.0
2021-04-24,55.888,55.888,54.0776,54.2745,683216.0
2021-04-25,55.888,55.888,54.0776,54.2745,683216.0
2021-04-26,54.6404,55.5221,53.7774,54.7154,640762.0
2021-04-27,54.5747,56.1694,54.1432,54.3777,528686.0
2021-04-28,54.8843,55.5221,53.3271,55.3627,683902.0
2021-04-29,58.4488,61.7319,56.6196,59.2836,1557406.0
2021-04-30,59.1396,60.1654,57.6515,58.7114,849004.0
2021-05-01,59.1396,60.1654,57.6515,58.7114,849004.0
2021-05-02,59.1396,60.1654,57.6515,58.7114,849004.0
2021-05-03,59.2836,59.4478,57.2481,58.0548,811347.0
2021-05-04,58.2518,58.8709,56.7675,58.355,776492.0
2021-05-05,58.3081,59.0866,56.3851,58.5895,745935.0
2021-05-06,58.8521,59.0022,56.7697,58.4019,684388.0
2021-05-07,57.7922,60.8195,57.7922,59.8277,794551.0
2021-05-08,57.7922,60.8195,57.7922,59.8277,794551.0
2021-05-09,57.7922,60.8195,57.7922,59.8277,794551.0
2021-05-10,59.7714,59.8183,57.7265,57.886,565493.0
2021-05-11,56.2819,57.7453,54.6873,57.5014,538812.0
2021-05-12,57.0324,57.3419,53.1583,53.7586,1306072.0
2021-05-13,53.8149,55.1469,52.1687,54.1245,932125.0
2021-05-14,54.8843,55.997,54.4246,55.6253,465610.0
2021-05-15,54.8843,55.997,54.4246,55.6253,465610.0
2021-05-16,54.8843,55.997,54.4246,55.6253,465610.0
2021-05-17,55.4189,55.7191,53.9768,55.2595,477326.0
2021-05-18,55.569,55.9958,54.4152,54.4997,445293.0
2021-05-19,53.4678,54.1901,52.4923,54.0307,594648.0
2021-05-20,53.768,54.0307,51.4511,52.5767,928314.0
2021-05-21,53.2333,54.0869,52.2859,52.3141,555184.0
2021-05-22,53.2333,54.0869,52.2859,52.3141,555184.0
2021-05-23,53.2333,54.0869,52.2859,52.3141,555184.0
2021-05-24,52.6424,53.5335,51.77,53.2239,613745.0
2021-05-25,53.5804,54.2839,51.967,52.3141,1149243.0
2021-05-26,52.6236,54.434,52.4266,54.3683,633280.0
2021-05-27,54.4997,55.3533,53.8055,55.0906,532047.0
2021-05-28,55.2032,55.7097,53.693,55.1751,630343.0
2021-05-29,55.2032,55.7097,53.693,55.1751,630343.0
2021-05-30,55.2032,55.7097,53.693,55.1751,630343.0
2021-05-31,55.2032,55.7097,53.693,55.1751,630343.0
2021-06-01,55.0906,55.3017,53.0868,53.6836,976443.0
2021-06-02,54.9405,55.5034,53.5616,54.556,2010988.0
2021-06-03,54.0494,54.0494,51.8357,53.0645,1083098.0
2021-06-04,52.9801,53.3271,51.7043,52.7268,563818.0
2021-06-05,52.9801,53.3271,51.7043,52.7268,563818.0
2021-06-06,52.9801,53.3271,51.7043,52.7268,563818.0
2021-06-07,52.8018,54.8045,52.7455,54.3027,606697.0
2021-06-08,54.5935,58.9459,54.5935,58.5989,1290922.0
2021-06-09,58.5989,59.3305,57.6702,57.7922,778723.0
2021-06-10,54.2089,55.0625,51.7888,53.3365,4798054.0
2021-06-11,54.1714,54.4997,52.5204,52.6048,4925907.0
2021-06-12,54.1714,54.4997,52.5204,52.6048,4925907.0
2021-06-13,54.1714,54.4997,52.5204,52.6048,4925907.0
2021-06-14,53.374,54.0776,52.0796,52.5486,1618144.0
2021-06-15,52.5298,52.8112,51.5261,52.164,1227258.0
2021-06-16,52.3516,52.7878,51.0196,52.5767,1714462.0
2021-06-17,52.5579,53.102,48.7777,50.7006,1616386.0
2021-06-18,49.847,49.847,48.3462,48.515,1358845.0
2021-06-19,49.847,49.847,48.3462,48.515,1358845.0
2021-06-20,49.847,49.847,48.3462,48.515,1358845.0
2021-06-21,48.834,49.8095,48.3649,49.6407,792397.0
2021-06-22,49.7063,50.2879,49.0216,50.0534,877312.0
2021-06-23,50.2785,51.0946,50.1284,50.5693,614476.0
2021-06-24,50.6913,51.4042,50.5224,50.907,867104.0
2021-06-25,51.0852,51.6199,50.6631,50.7757,3012607.0
2021-06-26,51.0852,51.6199,50.6631,50.7757,3012607.0
2021-06-27,51.0852,51.6199,50.6631,50.7757,3012607.0
2021-06-28,50.6256,50.8038,48.6463,50.1191,1056897.0
2021-06-29,50.0534,50.3536,49.1998,49.1998,657223.0
2021-06-30,48.9665,50.9633,48.9665,50.8226,957104.0
2021-07-01,51.3573,51.4417,50.1003,50.316,577639.0
2021-07-02,50.6725,50.6725,49.9033,50.0253,468114.0
2021-07-03,50.6725,50.6725,49.9033,50.0253,468114.0
2021-07-04,50.6725,50.6725,49.9033,50.0253,468114.0
2021-07-05,50.6725,50.6725,49.9033,50.0253,468114.0
2021-07-06,49.8845,49.8845,48.273,49.3405,1318881.0
2021-07-07,49.1154,49.2019,46.9042,47.3425,1230410.0
2021-07-08,46.4326,47.2299,45.8229,46.3857,1270478.0
2021-07-09,47.2768,48.7495,47.0024,48.4587,667612.0
2021-07-10,47.2768,48.7495,47.0024,48.4587,667612.0
2021-07-11,47.2768,48.7495,47.0024,48.4587,667612.0
2021-07-12,49.7345,50.6256,49.2748,50.4474,1275440.0
2021-07-13,49.8564,50.6256,49.0872,49.9033,784878.0
2021-07-14,50.1191,50.8413,49.0497,49.1998,791169.0
2021-07-15,48.8527,48.9653,47.1736,47.9897,713822.0
2021-07-16,48.4869,48.8527,46.4701,46.7609,660503.0
2021-07-17,48.4869,48.8527,46.4701,46.7609,660503.0
2021-07-18,48.4869,48.8527,46.4701,46.7609,660503.0
2021-07-19,45.1569,45.3445,43.6466,44.05,1322942.0
2021-07-20,44.3033,47.3143,44.1297,47.0142,1735371.0
2021-07-21,47.2581,49.2842,47.2581,48.5807,901778.0
2021-07-22,48.2618,48.9465,47.4832,48.7308,963409.0
2021-07-23,49.0309,49.5153,48.1229,48.5807,721963.0
2021-07-24,49.0309,49.5153,48.1229,48.5807,721963.0
2021-07-25,49.0309,49.5153,48.1229,48.5807,721963.0
2021-07-26,48.6088,51.1978,48.6088,51.1415,1862389.0
2021-07-27,50.7288,51.8826,50.1847,51.6011,1812232.0
2021-07-28,47.8396,48.1586,44.7863,44.791,6096770.0
2021-07-29,45.1287,45.9354,44.1438,44.7817,2226685.0
2021-07-30,44.3033,45.2413,42.3897,42.4553,2920094.0
2021-07-31,44.3033,45.2413,42.3897,42.4553,2920094.0
2021-08-01,44.3033,45.2413,42.3897,42.4553,2920094.0
2021-08-02,42.8962,43.5528,42.2771,42.3428,1521504.0
2021-08-03,42.2114,42.2583,39.6694,40.8607,2436920.0
2021-08-04,40.3823,40.6918,39.7538,40.3541,1337047.0
2021-08-05,40.4573,41.4516,40.2134,41.3954,1245264.0
2021-08-06,41.6392,42.1364,40.5136,40.9732,903520.0
2021-08-07,41.6392,42.1364,40.5136,40.9732,903520.0
2021-08-08,41.6392,42.1364,40.5136,40.9732,903520.0
2021-08-09,41.0014,41.0295,39.4724,39.8664,1040005.0
2021-08-10,39.735,41.0201,39.585,40.7012,909839.0
2021-08-11,40.7106,41.8456,39.9696,41.8269,869080.0
2021-08-12,41.6768,41.9113,40.9826,41.8175,639123.0
2021-08-13,41.9957,42.0801,41.1702,41.4141,536400.0
2021-08-14,41.9957,42.0801,41.1702,41.4141,536400.0
2021-08-15,41.9957,42.0801,41.1702,41.4141,536400.0
2021-08-16,41.1984,41.4423,40.4712,41.0858,554525.0
2021-08-17,40.7856,41.189,39.6506,39.932,754051.0
2021-08-18,39.8195,40.8513,38.9846,40.1947,731337.0
2021-08-19,39.8288,39.8664,38.1967,38.8721,1246705.0
2021-08-20,38.7407,40.1384,38.4406,39.66,779251.0
2021-08-21,38.7407,40.1384,38.4406,39.66,779251.0
2021-08-22,38.7407,40.1384,38.4406,39.66,779251.0
2021-08-23,40.2784,40.7481,39.5193,40.3166,542148.0
2021-08-24,40.4667,41.7331,40.4667,41.2734,679052.0
2021-08-25,40.8607,42.3146,40.8325,42.0051,1110458.0
2021-08-26,41.855,42.521,41.4516,42.1458,929368.0
2021-08-27,42.2021,43.8999,42.0801,43.7873,940215.0
2021-08-28,42.2021,43.8999,42.0801,43.7873,940215.0
2021-08-29,42.2021,43.8999,42.0801,43.7873,940215.0
2021-08-30,43.5435,43.8061,42.5022,42.9337,1131560.0
2021-08-31,43.1026,43.9562,42.7755,43.7592,1872684.0
2021-09-01,44.0875,44.1813,43.3558,43.9937,801009.0
2021-09-02,44.0875,44.7441,43.7404,43.778,618793.0
2021-09-03,43.6373,43.8999,42.6242,42.6992,756474.0
2021-09-04,43.6373,43.8999,42.6242,42.6992,756474.0
2021-09-05,43.6373,43.8999,42.6242,42.6992,756474.0
2021-09-06,43.6373,43.8999,42.6242,42.6992,756474.0
2021-09-07,42.9994,43.1213,42.1739,42.2302,609355.0
2021-09-08,42.1458,42.793,41.6241,41.7706,456885.0
2021-09-09,41.4704,42.5398,41.2265,42.0801,529321.0
2021-09-10,42.2771,42.596,41.658,41.6674,580522.0
2021-09-11,42.2771,42.596,41.658,41.6674,580522.0
2021-09-12,42.2771,42.596,41.658,41.6674,580522.0
2021-09-13,42.0051,42.99,41.2987,42.9431,852955.0
2021-09-14,43.0557,43.2386,41.583,42.1083,827903.0
2021-09-15,41.9394,42.0614,41.1984,41.6205,797339.0
2021-09-16,41.8738,42.8868,41.8738,42.249,654480.0
2021-09-17,42.5679,43.1401,41.8925,42.2208,1365678.0
2021-09-18,42.5679,43.1401,41.8925,42.2208,1365678.0
2021-09-19,42.5679,43.1401,41.8925,42.2208,1365678.0
2021-09-20,41.0577,41.658,40.6262,41.2734,718133.0
2021-09-21,40.9732,41.6017,39.9883,40.6074,741957.0
2021-09-22,41.0858,42.1083,41.0858,41.386,681314.0
2021-09-23,42.2959,44.3689,42.1378,44.1719,1438352.0
2021-09-24,45.2601,46.5545,45.1381,46.4326,2608350.0
2021-09-25,45.2601,46.5545,45.1381,46.4326,2608350.0
2021-09-26,45.2601,46.5545,45.1381,46.4326,2608350.0
2021-09-27,46.919,48.0179,46.6399,46.7328,1201935.0
2021-09-28,46.245,47.1267,45.4383,45.6446,834172.0
2021-09-29,46.0292,46.3575,44.594,44.641,505294.0
2021-09-30,44.5659,44.6316,42.8305,44.0875,933093.0
2021-10-01,45.2601,46.9391,45.0255,46.3294,1181565.0
2021-10-02,45.2601,46.9391,45.0255,46.3294,1181565.0
2021-10-03,45.2601,46.9391,45.0255,46.3294,1181565.0
2021-10-04,46.0525,46.381,45.0771,45.4383,851604.0
2021-10-05,45.3351,45.5133,43.7029,43.7404,1149395.0
2021-10-06,42.915,44.0781,41.991,43.9093,856123.0
2021-10-07,44.0969,44.5565,43.3277,43.6935,622016.0
2021-10-08,43.5622,43.6654,42.521,42.6336,561227.0
2021-10-09,43.5622,43.6654,42.521,42.6336,561227.0
2021-10-10,43.5622,43.6654,42.521,42.6336,561227.0
2021-10-11,42.8962,43.8155,42.324,42.4084,517910.0
2021-10-12,42.4084,43.112,41.461,42.6617,679725.0
2021-10-13,42.5867,42.5867,40.8982,41.2078,1094632.0
2021-10-14,41.3391,41.7424,40.8513,41.4985,977317.0
2021-10-15,42.2021,42.521,40.2041,40.3729,1045048.0
2021-10-16,42.2021,42.521,40.2041,40.3729,1045048.0
2021-10-17,42.2021,42.521,40.2041,40.3729,1045048.0
2021-10-18,39.9883,40.7012,39.4161,40.401,815773.0
2021-10-19,40.2791,40.5324,39.7585,39.9789,686085.0
2021-10-20,38.4406,40.795,38.0466,38.919,2121676.0
2021-10-21,38.6,39.3692,38.1779,38.7407,1086047.0
2021-10-22,38.5531,39.8804,38.1779,39.7257,1059604.0
2021-10-23,38.5531,39.8804,38.1779,39.7257,1059604.0
2021-10-24,38.5531,39.8804,38.1779,39.7257,1059604.0
2021-10-25,39.7538,39.8381,38.8908,39.3129,910229.0
2021-10-26,39.3223,39.8664,38.8439,39.2848,695034.0
2021-10-27,39.2754,39.4536,38.5391,38.5531,681197.0
2021-10-28,38.6563,38.8767,38.3974,38.6282,798941.0
2021-10-29,38.4499,39.3598,37.8684,38.1216,976420.0
2021-10-30,38.4499,39.3598,37.8684,38.1216,976420.0
2021-10-31,38.4499,39.3598,37.8684,38.1216,976420.0
2021-11-01,38.4875,40.0695,38.1685,39.8288,988908.0
2021-11-02,39.5756,39.8195,37.7839,38.5813,1593924.0
2021-11-03,38.6563,40.7106,38.5531,40.0071,1697986.0
2021-11-04,40.9732,41.4047,40.0259,40.795,1878855.0
2021-11-05,42.1364,43.9468,42.0707,43.7123,2204836.0
2021-11-06,42.1364,43.9468,42.0707,43.7123,2204836.0
2021-11-07,42.1364,43.9468,42.0707,43.7123,2204836.0
2021-11-08,43.6842,44.247,42.1176,42.3053,1209296.0
2021-11-09,42.5773,42.6054,41.4423,42.5679,812221.0
2021-11-10,42.2208,42.5867,41.4798,42.3053,858790.0
2021-11-11,42.2114,42.8212,41.5738,41.6955,488138.0
2021-11-12,41.5079,41.8456,40.9451,41.5454,622226.0
2021-11-13,41.5079,41.8456,40.9451,41.5454,622226.0
2021-11-14,41.5079,41.8456,40.9451,41.5454,622226.0
2021-11-15,42.1927,42.5773,41.7518,41.9488,770504.0
2021-11-16,41.6674,42.0614,41.067,41.0952,685310.0
2021-11-17,40.8794,41.6486,40.4151,40.9732,629718.0
2021-11-18,40.8232,40.8654,38.9565,39.4818,691388.0
2021-11-19,39.0034,39.0597,38.2201,38.9283,856207.0
2021-11-20,39.0034,39.0597,38.2201,38.9283,856207.0
2021-11-21,39.0034,39.0597,38.2201,38.9283,856207.0
2021-11-22,39.055,39.9959,38.6268,39.5381,823541.0
2021-11-23,39.8664,39.8664,38.4968,39.069,853476.0
2021-11-24,38.5062,39.3692,37.9715,39.0972,495307.0
2021-11-25,38.5062,39.3692,37.9715,39.0972,495307.0
2021-11-26,36.5364,37.6808,35.8422,37.5213,915338.0
2021-11-27,36.5364,37.6808,35.8422,37.5213,915338.0
2021-11-28,36.5364,37.6808,35.8422,37.5213,915338.0
2021-11-29,38.3655,38.3749,36.1424,36.6677,1008134.0
2021-11-30,36.2268,36.724,34.9886,35.9454,1564628.0
2021-12-01,36.9397,37.8871,34.4079,34.5571,1008382.0
2021-12-02,34.8479,37.0435,34.8479,36.6677,1454572.0
2021-12-03,36.6302,37.0617,35.7062,36.7709,1165028.0
2021-12-04,36.6302,37.0617,35.7062,36.7709,1165028.0
2021-12-05,36.6302,37.0617,35.7062,36.7709,1165028.0
2021-12-06,37.1132,38.8674,36.9866,38.6844,997949.0
2021-12-07,39.3035,39.6412,37.7183,38.0372,646268.0
2021-12-08,38.4406,39.9508,38.0841,39.0597,738353.0
2021-12-09,38.6282,39.3786,38.3468,38.5062,475971.0
2021-12-10,38.6375,39.2004,37.723,38.8721,595178.0
2021-12-11,38.6375,39.2004,37.723,38.8721,595178.0
2021-12-12,38.6375,39.2004,37.723,38.8721,595178.0
2021-12-13,39.0597,39.0597,37.6359,38.1591,739761.0
2021-12-14,37.8308,38.8158,37.6151,38.1967,718708.0
2021-12-15,37.7558,37.9762,35.8047,36.9678,1053908.0
2021-12-16,37.1179,37.4556,34.9042,35.0918,1108720.0
2021-12-17,35.0918,36.2831,34.1631,35.9454,1620277.0
2021-12-18,35.0918,36.2831,34.1631,35.9454,1620277.0
2021-12-19,35.0918,36.2831,34.1631,35.9454,1620277.0
2021-12-20,35.0167,35.5233,34.2007,35.1105,808497.0
2021-12-21,35.1762,37.3337,35.1762,37.0992,924656.0
2021-12-22,37.3055,38.3092,36.7146,37.8308,871290.0
2021-12-23,38.2436,38.8345,37.1179,37.7652,957373.0
2021-12-24,38.2436,38.8345,37.1179,37.7652,957373.0
2021-12-25,38.2436,38.8345,37.1179,37.7652,957373.0
2021-12-26,38.2436,38.8345,37.1179,37.7652,957373.0
2021-12-27,37.7464,38.3655,36.8928,37.8496,451817.0
2021-12-28,37.5869,38.3468,37.1648,37.2024,404033.0
2021-12-29,36.9491,37.3431,36.6208,36.799,482411.0
2021-12-30,36.8928,37.7183,36.7973,37.2868,546938.0
2021-12-31,37.3243,37.8965,36.6208,36.724,533328.0
2022-01-01,37.3243,37.8965,36.6208,36.724,533328.0
2022-01-02,37.3243,37.8965,36.6208,36.724,533328.0
2022-01-03,36.1705,37.268,36.1705,36.405,1016942.0
2022-01-04,36.9866,37.7652,36.4707,37.6057,721085.0
2022-01-05,38.5531,39.5099,37.5119,37.6714,1113980.0
2022-01-06,37.7464,38.5907,36.5833,36.6395,724813.0
2022-01-07,36.4895,37.465,35.9735,36.5176,823934.0
2022-01-08,36.4895,37.465,35.9735,36.5176,823934.0
2022-01-09,36.4895,37.465,35.9735,36.5176,823934.0
2022-01-10,36.3206,36.3347,34.848,36.1893,1211462.0
2022-01-11,35.9642,36.1049,35.5608,35.6921,617230.0
2022-01-12,35.7109,35.8797,34.7072,34.726,825740.0
2022-01-13,35.073,36.4801,34.9418,35.8985,703014.0
2022-01-14,35.3638,35.6546,34.1538,35.1856,999336.0
2022-01-15,35.3638,35.6546,34.1538,35.1856,999336.0
2022-01-16,35.3638,35.6546,34.1538,35.1856,999336.0
2022-01-17,35.3638,35.6546,34.1538,35.1856,999336.0
2022-01-18,34.7072,34.8948,33.6847,33.863,1042843.0
2022-01-19,34.2663,35.2606,34.1103,34.2757,771300.0
2022-01-20,34.6181,35.1762,33.6331,33.6941,591964.0
2022-01-21,33.4408,34.3507,33.2063,33.3189,933931.0
2022-01-22,33.4408,34.3507,33.2063,33.3189,933931.0
2022-01-23,33.4408,34.3507,33.2063,33.3189,933931.0
2022-01-24,32.6998,34.6603,31.6492,34.5665,1438103.0
2022-01-25,33.741,36.0204,33.5816,35.5327,960099.0
2022-01-26,35.8141,36.0204,33.8536,34.0506,804235.0
2022-01-27,34.0506,34.5477,32.4653,32.8311,889769.0
2022-01-28,32.8124,32.9765,31.3443,32.7748,1263112.0
2022-01-29,32.8124,32.9765,31.3443,32.7748,1263112.0
2022-01-30,32.8124,32.9765,31.3443,32.7748,1263112.0
2022-01-31,32.5966,33.7685,32.2782,33.469,1129469.0
2022-02-01,33.8254,34.8667,33.4877,34.5571,1108342.0
2022-02-02,34.9417,35.7109,34.3789,34.5102,1181184.0
2022-02-03,34.135,35.2231,33.8067,33.9192,688039.0
2022-02-04,33.7223,34.3601,32.864,34.2194,668553.0
2022-02-05,33.7223,34.3601,32.864,34.2194,668553.0
2022-02-06,33.7223,34.3601,32.864,34.2194,668553.0
2022-02-07,34.4352,36.0673,34.1538,35.6921,805827.0
2022-02-08,35.739,36.7427,35.4295,36.6583,662264.0
2022-02-09,36.8459,37.6761,36.6583,37.4744,641030.0
2022-02-10,36.8365,38.8533,36.8365,37.2774,907556.0
2022-02-11,37.2399,38.206,36.8647,37.2211,708318.0
2022-02-12,37.2399,38.206,36.8647,37.2211,708318.0
2022-02-13,37.2399,38.206,36.8647,37.2211,708318.0
