,K US Equity,K US Equity,K US Equity,K US Equity,K US Equity
2023-03-10,57.8825,58.2793,57.4856,57.6209,1824380.0
2023-03-11,57.8825,58.2793,57.4856,57.6209,1824380.0
2023-03-12,57.8825,58.2793,57.4856,57.6209,1824380.0
2023-03-13,57.8193,59.4517,57.8193,57.9546,2726347.0
2023-03-14,58.2432,58.3605,57.6841,58.3063,2250473.0
2023-03-15,58.2342,58.9647,57.8374,58.8565,2283564.0
2023-03-16,59.0008,59.1631,58.0087,58.5949,1953296.0
2023-03-17,58.622,58.6491,57.6209,58.3875,9460247.0
2023-03-18,58.622,58.6491,57.6209,58.3875,9460247.0
2023-03-19,58.622,58.6491,57.6209,58.3875,9460247.0
2023-03-20,58.4777,59.2533,58.4777,58.64,2549907.0
2023-03-21,58.7212,58.9467,58.2071,58.7573,1554699.0
2023-03-22,58.8294,59.0594,58.144,58.162,1657373.0
2023-03-23,58.0899,58.7032,58.0809,58.2613,1909296.0
2023-03-24,58.5138,59.0549,58.2793,59.0459,2072029.0
2023-03-25,58.5138,59.0549,58.2793,59.0459,2072029.0
2023-03-26,58.5138,59.0549,58.2793,59.0459,2072029.0
2023-03-27,59.56,59.8846,59.2533,59.3706,1516335.0
2023-03-28,59.4698,60.1372,59.1992,59.7854,1515511.0
2023-03-29,59.9117,60.1913,59.6501,59.9658,1621774.0
2023-03-30,59.9297,60.1552,59.7764,60.1191,1466677.0
2023-03-31,60.4258,60.561,60.083,60.3897,1933072.0
2023-04-01,60.4258,60.561,60.083,60.3897,1933072.0
2023-04-02,60.4258,60.561,60.083,60.3897,1933072.0
2023-04-03,60.543,60.9714,60.1907,60.525,2465647.0
2023-04-04,60.6061,60.8587,60.3266,60.6873,1504729.0
2023-04-05,60.9669,61.526,60.6873,61.3547,1865039.0
2023-04-06,61.6072,61.8958,61.0345,61.3186,1559603.0
2023-04-07,61.6072,61.8958,61.0345,61.3186,1559603.0
2023-04-08,61.6072,61.8958,61.0345,61.3186,1559603.0
2023-04-09,61.6072,61.8958,61.0345,61.3186,1559603.0
2023-04-10,61.1202,61.2149,60.6106,61.1292,1351724.0
2023-04-11,61.1292,61.8462,60.9759,61.6703,1892632.0
2023-04-12,61.4178,62.0311,61.3006,61.6613,1517648.0
2023-04-13,61.3908,61.5578,60.9894,61.1924,2069834.0
2023-04-14,60.9849,61.0841,60.1687,60.4258,1558926.0
2023-04-15,60.9849,61.0841,60.1687,60.4258,1558926.0
2023-04-16,60.9849,61.0841,60.1687,60.4258,1558926.0
2023-04-17,60.5881,61.0571,60.5297,60.9849,1133091.0
2023-04-18,60.8226,61.1563,60.7234,61.1112,1348050.0
2023-04-19,61.3457,61.4629,60.6332,60.7414,1251842.0
2023-04-20,60.8496,60.9218,60.3175,60.6422,1490003.0
2023-04-21,61.1202,61.3186,60.4348,60.7414,1198495.0
2023-04-22,61.1202,61.3186,60.4348,60.7414,1198495.0
2023-04-23,61.1202,61.3186,60.4348,60.7414,1198495.0
2023-04-24,60.8406,61.0841,60.6152,60.9849,1678914.0
2023-04-25,61.1473,61.9184,61.0841,61.8237,1776154.0
2023-04-26,61.3817,61.9048,61.2916,61.7425,1606485.0
2023-04-27,61.6523,62.5091,61.5351,62.4911,1254217.0
2023-04-28,62.5542,63.0412,62.3377,62.924,2405698.0
2023-04-29,62.5542,63.0412,62.3377,62.924,2405698.0
2023-04-30,62.5542,63.0412,62.3377,62.924,2405698.0
2023-05-01,63.1224,63.9656,63.0277,63.8439,2901476.0
2023-05-02,63.6545,64.394,63.0592,64.1956,2421140.0
2023-05-03,64.4752,65.2057,63.907,64.5113,4090908.0
2023-05-04,64.0242,64.1144,62.1303,63.4741,3719082.0
2023-05-05,63.8709,64.1866,63.2847,63.447,2698562.0
2023-05-06,63.8709,64.1866,63.2847,63.447,2698562.0
2023-05-07,63.8709,64.1866,63.2847,63.447,2698562.0
2023-05-08,63.1224,64.2317,62.8067,64.1505,3149742.0
2023-05-09,64.1595,64.5113,63.5372,63.5463,2896290.0
2023-05-10,63.4921,64.0242,63.2577,63.6274,1929662.0
2023-05-11,63.7627,63.8078,62.9066,63.7627,1531677.0
2023-05-12,63.7898,64.2046,63.429,63.8619,1519460.0
2023-05-13,63.7898,64.2046,63.429,63.8619,1519460.0
2023-05-14,63.7898,64.2046,63.429,63.8619,1519460.0
2023-05-15,63.8529,63.9431,63.0051,63.2396,1754511.0
2023-05-16,63.2396,63.2396,62.3828,62.6804,1806451.0
2023-05-17,62.7616,62.7797,61.526,62.3738,4157621.0
2023-05-18,62.1303,62.3152,61.7696,62.2746,2054137.0
2023-05-19,62.3017,62.7436,62.0762,62.5271,1729746.0
2023-05-20,62.3017,62.7436,62.0762,62.5271,1729746.0
2023-05-21,62.3017,62.7436,62.0762,62.5271,1729746.0
2023-05-22,62.6354,62.7797,61.5351,61.6343,2083157.0
2023-05-23,61.6072,62.0491,61.1112,61.8056,2125819.0
2023-05-24,61.977,62.1709,61.5215,61.8146,1766202.0
2023-05-25,61.4178,61.526,60.9128,61.2645,1635836.0
2023-05-26,61.1112,61.3457,60.7144,61.03,1817384.0
2023-05-27,61.1112,61.3457,60.7144,61.03,1817384.0
2023-05-28,61.1112,61.3457,60.7144,61.03,1817384.0
2023-05-29,61.1112,61.3457,60.7144,61.03,1817384.0
2023-05-30,60.7775,60.8361,59.8215,59.8936,2492342.0
2023-05-31,60.0756,60.8832,59.9118,60.7581,5341825.0
2023-06-01,60.8491,60.9674,59.9482,60.0847,2365126.0
2023-06-02,59.8663,61.3496,59.8026,61.3223,2422417.0
2023-06-03,59.8663,61.3496,59.8026,61.3223,2422417.0
2023-06-04,59.8663,61.3496,59.8026,61.3223,2422417.0
2023-06-05,61.3223,62.0411,61.1312,61.4224,1869670.0
2023-06-06,61.568,61.7955,60.1577,60.8127,2411132.0
2023-06-07,59.5479,60.6125,58.4741,60.4032,3262950.0
2023-06-08,60.385,60.6853,60.0028,60.5761,3155263.0
2023-06-09,60.5488,61.3769,60.4487,61.113,1958574.0
2023-06-10,60.5488,61.3769,60.4487,61.113,1958574.0
2023-06-11,60.5488,61.3769,60.4487,61.113,1958574.0
2023-06-12,61.204,61.2358,59.1475,59.5115,4937135.0
2023-06-13,59.1475,59.7571,58.7835,59.6752,2115344.0
2023-06-14,59.839,60.3213,59.6229,60.1848,1621725.0
2023-06-15,60.0938,60.6489,59.7207,60.0028,2655725.0
2023-06-16,59.7571,60.3759,59.7571,60.3213,3915528.0
2023-06-17,59.7571,60.3759,59.7571,60.3213,3915528.0
2023-06-18,59.7571,60.3759,59.7571,60.3213,3915528.0
2023-06-19,59.7571,60.3759,59.7571,60.3213,3915528.0
2023-06-20,60.3395,60.3577,59.6479,59.657,2083867.0
2023-06-21,59.6752,59.8845,59.1293,59.3659,3047218.0
2023-06-22,59.8026,59.9209,59.4887,59.6479,3262824.0
2023-06-23,59.9846,60.1575,59.2476,59.2931,4664076.0
2023-06-24,59.9846,60.1575,59.2476,59.2931,4664076.0
2023-06-25,59.9846,60.1575,59.2476,59.2931,4664076.0
2023-06-26,59.1475,59.7207,58.4013,59.6934,2153345.0
2023-06-27,61.9683,62.2413,60.5989,60.6944,3682161.0
2023-06-28,59.557,59.7298,58.5651,59.6479,4803523.0
2023-06-29,59.466,60.8309,59.2521,60.8036,2974156.0
2023-06-30,60.9219,61.5225,60.8127,61.3314,2345272.0
2023-07-01,60.9219,61.5225,60.8127,61.3314,2345272.0
2023-07-02,60.9219,61.5225,60.8127,61.3314,2345272.0
2023-07-03,61.1403,62.3778,60.89,62.3778,1387097.0
2023-07-04,61.1403,62.3778,60.89,62.3778,1387097.0
2023-07-05,62.1594,62.5052,61.8319,62.2413,2065096.0
2023-07-06,62.1139,62.4279,61.7682,62.2231,2232664.0
2023-07-07,62.0684,62.1594,61.1175,61.1403,1851799.0
2023-07-08,62.0684,62.1594,61.1175,61.1403,1851799.0
2023-07-09,62.0684,62.1594,61.1175,61.1403,1851799.0
2023-07-10,61.386,61.7136,60.7263,60.9583,1637459.0
2023-07-11,61.1221,61.3951,60.8582,61.386,1563863.0
2023-07-12,61.3496,61.9274,61.1767,61.7955,2024740.0
2023-07-13,61.8319,61.8774,61.1321,61.5407,2225727.0
2023-07-14,61.6408,61.6681,61.1585,61.477,1862675.0
2023-07-15,61.6408,61.6681,61.1585,61.477,1862675.0
2023-07-16,61.6408,61.6681,61.1585,61.477,1862675.0
2023-07-17,61.3041,61.3587,60.6762,60.7126,1262580.0
2023-07-18,60.8582,61.2586,60.3805,60.6216,1329800.0
2023-07-19,60.7035,61.1676,60.4942,61.1312,2137936.0
2023-07-20,61.2768,61.8137,60.9128,61.6317,2300295.0
2023-07-21,61.6044,61.8501,61.386,61.6772,1814273.0
2023-07-22,61.6044,61.8501,61.386,61.6772,1814273.0
2023-07-23,61.6044,61.8501,61.386,61.6772,1814273.0
2023-07-24,61.8228,61.982,61.5407,61.7409,1610607.0
2023-07-25,61.8774,61.9774,61.295,61.841,1733595.0
2023-07-26,61.7682,62.0866,61.4315,61.4588,1613559.0
2023-07-27,61.4133,61.7045,60.9219,61.0857,2167154.0
2023-07-28,61.4406,61.6999,61.1494,61.4952,1696054.0
2023-07-29,61.4406,61.6999,61.1494,61.4952,1696054.0
2023-07-30,61.4406,61.6999,61.1494,61.4952,1696054.0
2023-07-31,61.4952,61.5043,60.5761,60.8673,4255079.0
2023-08-01,60.9765,61.1039,59.9027,60.2303,3001667.0
2023-08-02,60.1575,61.3132,60.0756,60.6398,2692968.0
2023-08-03,60.7035,61.6863,59.9027,60.2849,3446080.0
2023-08-04,60.0756,60.294,58.8699,58.9655,2280453.0
2023-08-05,60.0756,60.294,58.8699,58.9655,2280453.0
2023-08-06,60.0756,60.294,58.8699,58.9655,2280453.0
2023-08-07,58.9655,59.4842,58.9291,58.9746,2009255.0
2023-08-08,59.1475,59.1475,57.6961,57.7461,2569222.0
2023-08-09,57.7279,58.5742,57.3548,57.8644,3178532.0
2023-08-10,57.8553,58.4832,57.6733,57.8644,2347605.0
2023-08-11,58.0009,58.3285,57.8098,58.2193,2006765.0
2023-08-12,58.0009,58.3285,57.8098,58.2193,2006765.0
2023-08-13,58.0009,58.3285,57.8098,58.2193,2006765.0
2023-08-14,58.4468,58.5105,57.9782,58.1647,2441201.0
2023-08-15,58.0373,58.0692,57.4231,57.4458,2217882.0
2023-08-16,57.3275,57.5343,56.3903,56.4722,2127704.0
2023-08-17,56.4267,56.5814,55.8898,55.8989,1953153.0
2023-08-18,55.8807,56.5131,55.8807,56.2811,1932538.0
2023-08-19,55.8807,56.5131,55.8807,56.2811,1932538.0
2023-08-20,55.8807,56.5131,55.8807,56.2811,1932538.0
2023-08-21,56.1173,56.2356,55.2847,55.6168,2066721.0
2023-08-22,55.5622,55.6805,55.2437,55.2801,2158047.0
2023-08-23,55.3438,55.7624,55.0799,55.3711,1794981.0
2023-08-24,55.4257,55.917,55.1163,55.3529,1759681.0
2023-08-25,55.6805,56.0445,55.3893,55.726,1634186.0
2023-08-26,55.6805,56.0445,55.3893,55.726,1634186.0
2023-08-27,55.6805,56.0445,55.3893,55.726,1634186.0
2023-08-28,55.726,56.1355,55.6896,55.8443,1702839.0
2023-08-29,56.1719,56.2256,55.3984,55.9535,1732385.0
2023-08-30,55.9626,56.5768,55.9626,56.1537,2777517.0
2023-08-31,56.3099,56.5029,55.9424,56.071,3035991.0
2023-09-01,56.1537,56.4569,54.8856,55.0327,2597065.0
2023-09-02,56.1537,56.4569,54.8856,55.0327,2597065.0
2023-09-03,56.1537,56.4569,54.8856,55.0327,2597065.0
2023-09-04,56.1537,56.4569,54.8856,55.0327,2597065.0
2023-09-05,54.904,55.3818,54.6375,54.6467,2628498.0
2023-09-06,54.7937,54.9683,54.4032,54.4905,1974011.0
2023-09-07,54.7662,55.2624,54.3067,54.5548,2314384.0
2023-09-08,54.5548,54.6375,54.1046,54.6008,2312085.0
2023-09-09,54.5548,54.6375,54.1046,54.6008,2312085.0
2023-09-10,54.5548,54.6375,54.1046,54.6008,2312085.0
2023-09-11,54.7478,55.097,54.4813,54.9959,2129086.0
2023-09-12,55.2256,55.2716,54.3435,54.7662,2810096.0
2023-09-13,54.9591,55.1154,54.0448,54.1413,3011186.0
2023-09-14,54.2148,55.1567,54.1873,55.051,2621925.0
2023-09-15,54.9591,55.4737,54.9132,55.097,5721149.0
2023-09-16,54.9591,55.4737,54.9132,55.097,5721149.0
2023-09-17,54.9591,55.4737,54.9132,55.097,5721149.0
2023-09-18,55.2899,55.3359,54.564,55.2808,2169050.0
2023-09-19,55.2532,55.7107,55.0619,55.4002,2637449.0
2023-09-20,55.5932,56.0986,55.051,55.8229,1944280.0
2023-09-21,55.8045,56.1353,55.4002,55.5564,2509276.0
2023-09-22,55.4737,55.7861,55.3175,55.3267,2364264.0
2023-09-23,55.4737,55.7861,55.3175,55.3267,2364264.0
2023-09-24,55.4737,55.7861,55.3175,55.3267,2364264.0
2023-09-25,55.0694,55.4278,54.4905,54.6651,2851504.0
2023-09-26,54.5364,54.8029,54.3343,54.3802,2306835.0
2023-09-27,54.2975,54.5089,53.6957,54.3251,2395387.0
2023-09-28,54.4446,54.564,53.9484,54.3986,2262548.0
2023-09-29,54.6283,54.8213,54.3665,54.6835,3413788.0
2023-09-30,54.6283,54.8213,54.3665,54.6835,3413788.0
2023-10-01,54.6283,54.8213,54.3665,54.6835,3413788.0
2023-10-02,54.5464,54.6639,50.7516,51.4126,7357075.0
2023-10-03,51.2853,52.3478,50.9813,51.8925,5218555.0
2023-10-04,51.9414,52.1765,51.158,51.8729,3822851.0
2023-10-05,51.5595,51.6436,49.5716,49.5912,3687782.0
2023-10-06,49.219,49.4443,47.3388,49.3855,4975411.0
2023-10-07,49.219,49.4443,47.3388,49.3855,4975411.0
2023-10-08,49.219,49.4443,47.3388,49.3855,4975411.0
2023-10-09,49.317,49.7087,48.3769,49.4541,3364275.0
2023-10-10,49.8654,50.0514,49.3659,49.6597,3377133.0
2023-10-11,49.7576,49.8751,48.274,48.5041,2635904.0
2023-10-12,48.4258,48.4258,46.6386,47.613,4499296.0
2023-10-13,47.7011,48.9808,47.4563,48.8273,3339874.0
2023-10-14,47.7011,48.9808,47.4563,48.8273,3339874.0
2023-10-15,47.7011,48.9808,47.4563,48.8273,3339874.0
2023-10-16,49.0134,49.5226,48.5384,49.2484,2773370.0
2023-10-17,49.0036,49.7968,49.0036,49.5716,2612682.0
2023-10-18,49.5716,50.071,49.1994,49.268,2542656.0
2023-10-19,49.0819,49.4247,48.5727,48.8567,3777406.0
2023-10-20,48.9938,49.7836,48.9938,49.0819,2920265.0
2023-10-21,48.9938,49.7836,48.9938,49.0819,2920265.0
2023-10-22,48.9938,49.7836,48.9938,49.0819,2920265.0
2023-10-23,48.7196,49.0917,48.2593,48.3475,3132164.0
2023-10-24,48.4846,49.2925,48.3866,49.219,2092552.0
2023-10-25,49.2582,49.9829,49.0917,49.9045,2123634.0
2023-10-26,49.9829,50.3256,49.5226,49.8164,2201565.0
2023-10-27,49.5912,50.0808,49.2876,49.3561,1838599.0
2023-10-28,49.5912,50.0808,49.2876,49.3561,1838599.0
2023-10-29,49.5912,50.0808,49.2876,49.3561,1838599.0
2023-10-30,49.6793,49.7429,48.7588,49.1603,2394106.0
2023-10-31,49.4443,49.6499,49.1015,49.4247,2366989.0
2023-11-01,49.6107,49.8066,49.4345,49.552,2689278.0
2023-11-02,49.7772,50.8067,49.7723,50.6586,2948839.0
2023-11-03,50.923,51.1825,50.4823,50.9817,2988337.0
2023-11-04,50.923,51.1825,50.4823,50.9817,2988337.0
2023-11-05,50.923,51.1825,50.4823,50.9817,2988337.0
2023-11-06,50.8055,50.9671,50.2571,50.2767,1806939.0
2023-11-07,50.0906,50.3452,49.7576,49.8458,2614030.0
2023-11-08,51.5301,52.8816,50.3844,50.9132,4134895.0
2023-11-09,51.1972,51.2168,50.2962,50.923,2455446.0
2023-11-10,51.0111,51.1776,50.4823,50.7467,2012357.0
2023-11-11,51.0111,51.1776,50.4823,50.7467,2012357.0
2023-11-12,51.0111,51.1776,50.4823,50.7467,2012357.0
2023-11-13,50.6194,51.5008,50.5019,51.1286,2564157.0
2023-11-14,51.3049,51.7652,51.1286,51.491,3125780.0
2023-11-15,51.491,51.8043,51.1776,51.2168,2641170.0
2023-11-16,51.1776,51.584,50.9679,51.1188,2738669.0
2023-11-17,51.3147,51.9317,50.4627,51.7064,3188114.0
2023-11-18,51.3147,51.9317,50.4627,51.7064,3188114.0
2023-11-19,51.3147,51.9317,50.4627,51.7064,3188114.0
2023-11-20,51.5301,51.9317,51.4126,51.4322,3047070.0
2023-11-21,51.5791,52.0394,51.3441,51.726,2983475.0
2023-11-22,51.7358,52.2744,51.6575,51.8827,2292404.0
2023-11-23,51.7358,52.2744,51.6575,51.8827,2292404.0
2023-11-24,51.9023,52.4066,51.9023,52.3625,913706.0
2023-11-25,51.9023,52.4066,51.9023,52.3625,913706.0
2023-11-26,51.9023,52.4066,51.9023,52.3625,913706.0
2023-11-27,52.2842,52.343,51.2804,51.4126,2244833.0
2023-11-28,51.2266,51.349,50.9964,51.1972,2212540.0
2023-11-29,51.0503,51.1678,50.5606,50.59,2291575.0
2023-11-30,50.7781,52.0553,50.5108,52.0157,4266809.0
2023-12-01,51.9463,52.377,51.5206,52.3523,1958283.0
2023-12-02,51.9463,52.377,51.5206,52.3523,1958283.0
2023-12-03,51.9463,52.377,51.5206,52.3523,1958283.0
2023-12-04,52.184,53.2581,52.1493,53.1146,2052929.0
2023-12-05,53.0552,53.1245,52.6196,52.8176,2238353.0
2023-12-06,52.7978,53.9016,52.7582,53.174,2675259.0
2023-12-07,53.2631,53.862,52.7483,53.6195,2206761.0
2023-12-08,53.6096,53.669,52.9067,53.1641,1643221.0
2023-12-09,53.6096,53.669,52.9067,53.1641,1643221.0
2023-12-10,53.6096,53.669,52.9067,53.1641,1643221.0
2023-12-11,53.3027,53.7185,53.1641,53.7086,2918013.0
2023-12-12,53.7878,53.8719,53.3126,53.5007,2382042.0
2023-12-13,53.5106,54.8471,53.367,54.7481,2541520.0
2023-12-14,54.9362,55.0154,54.1293,54.2828,3498955.0
2023-12-15,53.9165,54.164,52.9413,53.2334,7962554.0
2023-12-16,53.9165,54.164,52.9413,53.2334,7962554.0
2023-12-17,53.9165,54.164,52.9413,53.2334,7962554.0
2023-12-18,53.4908,53.7482,53.1047,53.3918,2281944.0
2023-12-19,53.273,53.4314,52.785,53.1047,2579606.0
2023-12-20,52.4216,53.1344,52.1444,52.5008,2992668.0
2023-12-21,52.5899,53.3126,52.5602,53.3126,2716382.0
2023-12-22,53.4611,54.1054,53.3423,53.9363,2277615.0
2023-12-23,53.4611,54.1054,53.3423,53.9363,2277615.0
2023-12-24,53.4611,54.1054,53.3423,53.9363,2277615.0
2023-12-25,53.4611,54.1054,53.3423,53.9363,2277615.0
2023-12-26,53.8175,54.5402,53.5799,54.4511,1650019.0
2023-12-27,54.362,54.659,54.164,54.6194,2183658.0
2023-12-28,54.56,55.1144,54.5105,55.0649,3206415.0
2023-12-29,55.0352,55.4213,54.8768,55.352,1878259.0
2023-12-30,55.0352,55.4213,54.8768,55.352,1878259.0
2023-12-31,55.0352,55.4213,54.8768,55.352,1878259.0
2024-01-01,55.0352,55.4213,54.8768,55.352,1878259.0
2024-01-02,55.3322,57.3667,55.1738,57.1836,3187513.0
2024-01-03,57.3519,57.6489,56.7182,56.9063,2575406.0
2024-01-04,57.0054,57.2182,56.2628,56.2727,2489799.0
2024-01-05,56.2727,56.4509,55.654,56.0945,2898332.0
2024-01-06,56.2727,56.4509,55.654,56.0945,2898332.0
2024-01-07,56.2727,56.4509,55.654,56.0945,2898332.0
2024-01-08,55.9955,56.3123,55.7827,55.9757,3357548.0
2024-01-09,55.6787,55.8965,55.3323,55.8272,2523428.0
2024-01-10,55.8668,56.0252,55.0402,55.2332,2808047.0
2024-01-11,55.1243,55.1738,54.5848,54.6986,3143193.0
2024-01-12,54.8966,55.1936,54.4907,54.8669,3129934.0
2024-01-13,54.8966,55.1936,54.4907,54.8669,3129934.0
2024-01-14,54.8966,55.1936,54.4907,54.8669,3129934.0
2024-01-15,54.8966,55.1936,54.4907,54.8669,3129934.0
2024-01-16,54.7085,54.758,53.471,53.5997,3256946.0
2024-01-17,53.372,54.2728,53.174,53.9858,1971601.0
2024-01-18,53.7086,54.0452,53.4215,54.0155,1610568.0
2024-01-19,54.065,54.065,53.2928,53.3918,2019974.0
2024-01-20,54.065,54.065,53.2928,53.3918,2019974.0
2024-01-21,54.065,54.065,53.2928,53.3918,2019974.0
2024-01-22,53.0997,53.4611,52.7742,53.075,2652505.0
2024-01-23,53.2631,53.9858,52.976,53.9066,2798638.0
2024-01-24,53.8175,53.8571,52.8869,52.9364,4233217.0
2024-01-25,53.1542,54.2085,52.976,54.0848,2369478.0
2024-01-26,54.2432,54.5402,54.1095,54.1937,2300307.0
2024-01-27,54.2432,54.5402,54.1095,54.1937,2300307.0
2024-01-28,54.2432,54.5402,54.1095,54.1937,2300307.0
2024-01-29,54.2432,54.3489,53.9907,54.2432,2193438.0
2024-01-30,54.1937,54.7481,53.9581,54.7382,1661875.0
2024-01-31,54.6986,54.8669,54.2036,54.2135,4600475.0
2024-02-01,54.1442,55.0748,53.3522,55.0649,2131023.0
2024-02-02,55.0748,55.3421,54.2234,54.5105,2250805.0
2024-02-03,55.0748,55.3421,54.2234,54.5105,2250805.0
2024-02-04,55.0748,55.3421,54.2234,54.5105,2250805.0
2024-02-05,54.2036,54.4412,53.57,53.5799,2836356.0
2024-02-06,53.4314,54.2333,53.3324,53.8868,3243430.0
2024-02-07,54.0452,54.1739,53.1245,53.1542,3989185.0
2024-02-08,54.9461,56.0054,53.966,54.3917,6521010.0
2024-02-09,54.1838,54.1986,52.5899,52.9562,3433364.0
2024-02-10,54.1838,54.1986,52.5899,52.9562,3433364.0
2024-02-11,54.1838,54.1986,52.5899,52.9562,3433364.0
2024-02-12,52.7582,54.1145,52.7582,54.1046,2762713.0
2024-02-13,54.1343,54.5798,53.0601,53.669,2804134.0
2024-02-14,53.5205,53.7581,52.8473,53.4512,2575982.0
2024-02-15,53.7581,54.9164,53.6888,54.8372,3047211.0
2024-02-16,54.6689,55.2926,54.4115,54.9164,2836803.0
2024-02-17,54.6689,55.2926,54.4115,54.9164,2836803.0
2024-02-18,54.6689,55.2926,54.4115,54.9164,2836803.0
2024-02-19,54.6689,55.2926,54.4115,54.9164,2836803.0
2024-02-20,55.0649,56.3221,54.758,55.5698,3114242.0
2024-02-21,55.7678,56.1539,55.3867,55.8866,2646179.0
2024-02-22,55.3718,56.8172,54.9263,56.4113,4301562.0
2024-02-23,56.2727,56.8073,55.847,55.8668,2612505.0
2024-02-24,56.2727,56.8073,55.847,55.8668,2612505.0
2024-02-25,56.2727,56.8073,55.847,55.8668,2612505.0
2024-02-26,55.8767,56.3024,55.5698,55.8767,2319905.0
2024-02-27,55.7876,56.0351,54.8323,55.0748,1746842.0
2024-02-28,55.154,55.5698,54.9016,55.55,2045063.0
2024-02-29,55.88,55.98,55.1,55.15,3826225.0
2024-03-01,55.32,55.447,54.43,54.83,2430325.0
2024-03-02,55.32,55.447,54.43,54.83,2430325.0
2024-03-03,55.32,55.447,54.43,54.83,2430325.0
2024-03-04,53.65,54.08,52.98,53.72,4933021.0
2024-03-05,53.86,53.99,53.32,53.42,3050967.0
2024-03-06,53.78,54.18,53.62,53.86,2721124.0
2024-03-07,53.94,54.03,53.1,53.6,2843254.0
2024-03-08,53.53,54.44,53.1,54.21,2560278.0
2024-03-09,53.53,54.44,53.1,54.21,2560278.0
2024-03-10,53.53,54.44,53.1,54.21,2560278.0
2024-03-11,53.67,54.4801,53.33,54.15,2644777.0
2024-03-12,54.115,54.26,53.58,53.85,2913828.0
2024-03-13,54.22,54.35,53.775,54.0,3620570.0
2024-03-14,53.72,53.8,52.46,52.94,4276976.0
2024-03-15,52.59,53.64,52.53,53.56,22198351.0
2024-03-16,52.59,53.64,52.53,53.56,22198351.0
2024-03-17,52.59,53.64,52.53,53.56,22198351.0
2024-03-18,53.41,55.2,53.41,54.77,3785933.0
2024-03-19,54.92,55.41,54.47,55.2,4455268.0
2024-03-20,55.45,56.14,54.91,55.14,3398166.0
2024-03-21,55.07,56.36,54.7,56.11,3453259.0
2024-03-22,56.18,56.18,55.22,55.55,3614450.0
2024-03-23,56.18,56.18,55.22,55.55,3614450.0
2024-03-24,56.18,56.18,55.22,55.55,3614450.0
2024-03-25,55.75,55.905,55.41,55.65,2018465.0
2024-03-26,55.8,56.16,55.65,55.89,2415518.0
2024-03-27,56.12,56.72,56.02,56.65,3079477.0
2024-03-28,56.98,57.47,56.82,57.29,2949747.0
2024-03-29,56.98,57.47,56.82,57.29,2949747.0
2024-03-30,56.98,57.47,56.82,57.29,2949747.0
2024-03-31,56.98,57.47,56.82,57.29,2949747.0
2024-04-01,57.2,57.34,56.88,57.06,1901168.0
2024-04-02,57.08,57.805,57.08,57.67,2348932.0
2024-04-03,57.495,57.58,56.58,56.59,3477746.0
2024-04-04,57.02,57.975,56.85,57.58,3184411.0
2024-04-05,57.59,57.59,56.69,57.45,2163037.0
2024-04-06,57.59,57.59,56.69,57.45,2163037.0
2024-04-07,57.59,57.59,56.69,57.45,2163037.0
2024-04-08,57.54,57.88,57.22,57.48,3161307.0
