,VSH US Equity,VSH US Equity,VSH US Equity,VSH US Equity,VSH US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2020-01-01,19.6704,19.8549,19.5874,19.6335,939136.0
2020-01-02,19.8088,19.8272,19.4307,19.818,637827.0
2020-01-03,19.403,19.6889,19.3753,19.5321,882968.0
2020-01-04,19.403,19.6889,19.3753,19.5321,882968.0
2020-01-05,19.403,19.6889,19.3753,19.5321,882968.0
2020-01-06,19.2739,19.592,19.1171,19.3753,1167266.0
2020-01-07,19.3569,20.0024,18.9973,19.9379,1155671.0
2020-01-08,19.8549,20.0301,19.7811,19.8825,833102.0
2020-01-09,20.0578,20.15,19.9194,20.0116,527848.0
2020-01-10,19.984,20.0301,19.6612,19.7903,787706.0
2020-01-11,19.984,20.0301,19.6612,19.7903,787706.0
2020-01-12,19.984,20.0301,19.6612,19.7903,787706.0
2020-01-13,19.8549,20.2145,19.7995,20.2053,525166.0
2020-01-14,20.3344,21.0445,20.2883,20.8877,1936002.0
2020-01-15,20.7771,21.1091,20.6941,20.9984,2503886.0
2020-01-16,21.1921,21.441,21.0168,21.3212,1581933.0
2020-01-17,21.358,21.358,20.9799,21.2935,866985.0
2020-01-18,21.358,21.358,20.9799,21.2935,866985.0
2020-01-19,21.358,21.358,20.9799,21.2935,866985.0
2020-01-20,21.358,21.358,20.9799,21.2935,866985.0
2020-01-21,21.2751,21.2751,20.7771,21.0261,1111913.0
2020-01-22,21.0906,21.1321,20.731,20.8047,1060198.0
2020-01-23,20.731,20.9892,20.4082,20.7402,1249547.0
2020-01-24,20.8785,20.9154,20.0393,20.1223,1389112.0
2020-01-25,20.8785,20.9154,20.0393,20.1223,1389112.0
2020-01-26,20.8785,20.9154,20.0393,20.1223,1389112.0
2020-01-27,19.6059,19.8641,19.3477,19.3661,1413381.0
2020-01-28,19.5137,19.8918,19.4491,19.7534,627052.0
2020-01-29,19.7811,19.901,19.3477,19.3569,846504.0
2020-01-30,19.237,19.4214,18.8958,19.2093,760969.0
2020-01-31,19.0987,19.2001,18.656,18.7113,1096247.0
2020-02-01,19.0987,19.2001,18.656,18.7113,1096247.0
2020-02-02,19.0987,19.2001,18.656,18.7113,1096247.0
2020-02-03,18.8312,18.9788,18.6007,18.6837,1006609.0
2020-02-04,18.324,19.1817,18.1673,19.0802,1935855.0
2020-02-05,19.5505,19.5598,19.0618,19.4122,1038070.0
2020-02-06,19.4491,19.5598,19.0433,19.2647,1566691.0
2020-02-07,19.0894,19.2001,18.8958,18.9696,1687995.0
2020-02-08,19.0894,19.2001,18.8958,18.9696,1687995.0
2020-02-09,19.0894,19.2001,18.8958,18.9696,1687995.0
2020-02-10,18.8405,19.0894,18.6929,18.9235,852590.0
2020-02-11,19.0894,19.4214,19.0249,19.1448,686403.0
2020-02-12,19.3661,19.569,19.2923,19.5229,782830.0
2020-02-13,19.3477,19.5782,19.1448,19.3938,761960.0
2020-02-14,19.4307,19.4307,18.8958,18.9327,1218393.0
2020-02-15,19.4307,19.4307,18.8958,18.9327,1218393.0
2020-02-16,19.4307,19.4307,18.8958,18.9327,1218393.0
2020-02-17,19.4307,19.4307,18.8958,18.9327,1218393.0
2020-02-18,18.8128,18.9142,18.5822,18.7482,615506.0
2020-02-19,18.8036,19.1632,18.7113,19.0341,1338592.0
2020-02-20,18.9235,19.071,18.7021,19.0065,934466.0
2020-02-21,18.8681,18.9235,18.4716,18.5546,872450.0
2020-02-22,18.8681,18.9235,18.4716,18.5546,872450.0
2020-02-23,18.8681,18.9235,18.4716,18.5546,872450.0
2020-02-24,17.6047,17.9183,17.5955,17.7615,1434079.0
2020-02-25,17.9367,17.9367,17.4111,17.4756,1627734.0
2020-02-26,17.6693,18.075,17.6324,17.7338,1037759.0
2020-02-27,17.1067,17.8076,16.9407,16.95,1617190.0
2020-02-28,16.2399,17.3972,16.203,17.2451,2065274.0
2020-02-29,16.2399,17.3972,16.203,17.2451,2065274.0
2020-03-01,16.2399,17.3972,16.203,17.2451,2065274.0
2020-03-02,17.3373,17.6508,16.8762,17.6416,1086072.0
2020-03-03,17.6139,18.0658,17.0929,17.2543,1709421.0
2020-03-04,17.5494,17.7707,17.1252,17.743,1231260.0
2020-03-05,17.1897,17.6693,16.7471,16.9131,1539407.0
2020-03-06,16.2399,16.8762,16.1015,16.5534,1320912.0
2020-03-07,16.2399,16.8762,16.1015,16.5534,1320912.0
2020-03-08,16.2399,16.8762,16.1015,16.5534,1320912.0
2020-03-09,15.4007,15.9632,14.6168,14.6352,1780015.0
2020-03-10,15.207,15.2531,14.5825,15.1609,1377049.0
2020-03-11,14.6276,14.8594,13.6815,13.7278,2390704.0
2020-03-12,12.7539,12.7632,11.6779,11.7058,2254470.0
2020-03-13,12.42,13.4032,11.9376,13.4032,1834516.0
2020-03-14,12.42,13.4032,11.9376,13.4032,1834516.0
2020-03-15,12.42,13.4032,11.9376,13.4032,1834516.0
2020-03-16,11.9655,12.3458,10.9637,11.2513,1391767.0
2020-03-17,11.4924,12.0953,10.7133,12.0861,1482380.0
2020-03-18,11.2513,11.7985,10.5463,10.9637,931221.0
2020-03-19,10.9173,11.8078,10.4165,11.1307,1250028.0
2020-03-20,11.446,12.3365,11.0657,11.6687,1883465.0
2020-03-21,11.446,12.3365,11.0657,11.6687,1883465.0
2020-03-22,11.446,12.3365,11.0657,11.6687,1883465.0
2020-03-23,11.613,12.1417,11.3347,11.8078,1477626.0
2020-03-24,12.0582,13.0507,11.9655,12.9209,1429873.0
2020-03-25,12.9765,13.9968,12.522,13.7186,1588472.0
2020-03-26,13.8299,14.4374,13.4959,14.3122,1324872.0
2020-03-27,13.6072,14.0896,13.4496,13.4959,1491573.0
2020-03-28,13.6072,14.0896,13.4496,13.4959,1491573.0
2020-03-29,13.6072,14.0896,13.4496,13.4959,1491573.0
2020-03-30,13.6351,14.0432,13.2826,13.7371,1274828.0
2020-03-31,13.6815,13.7928,13.1342,13.3661,1782379.0
2020-04-01,12.6982,13.264,12.0582,12.2345,1826133.0
2020-04-02,12.1788,12.5777,11.9608,12.2716,1747776.0
2020-04-03,12.1881,12.4571,11.9284,12.0118,2224389.0
2020-04-04,12.1881,12.4571,11.9284,12.0118,2224389.0
2020-04-05,12.1881,12.4571,11.9284,12.0118,2224389.0
2020-04-06,12.8559,13.4032,12.7678,13.3383,1506963.0
2020-04-07,14.0154,14.1174,13.3754,13.5145,1377583.0
2020-04-08,13.7742,14.4791,13.533,14.3122,1468770.0
2020-04-09,14.6183,14.8965,14.1731,14.4328,1112185.0
2020-04-10,14.6183,14.8965,14.1731,14.4328,1112185.0
2020-04-11,14.6183,14.8965,14.1731,14.4328,1112185.0
2020-04-12,14.6183,14.8965,14.1731,14.4328,1112185.0
2020-04-13,14.2194,14.711,14.1081,14.6276,1323107.0
2020-04-14,15.0079,15.1498,14.5812,14.6739,1077945.0
2020-04-15,13.9412,14.2844,13.4959,13.533,1404503.0
2020-04-16,13.533,13.7464,13.2362,13.4217,1312134.0
2020-04-17,13.7557,14.3586,13.7557,13.9319,962078.0
2020-04-18,13.7557,14.3586,13.7557,13.9319,962078.0
2020-04-19,13.7557,14.3586,13.7557,13.9319,962078.0
2020-04-20,13.6351,13.8206,13.4959,13.598,1141079.0
2020-04-21,13.1527,13.4403,13.1203,13.2269,1396302.0
2020-04-22,13.6351,13.8206,13.4588,13.6907,886000.0
2020-04-23,13.7186,14.0339,13.7186,13.8206,908900.0
2020-04-24,13.9133,14.2565,13.7464,14.1638,861698.0
2020-04-25,13.9133,14.2565,13.7464,14.1638,861698.0
2020-04-26,13.9133,14.2565,13.7464,14.1638,861698.0
2020-04-27,14.2844,14.7852,14.2612,14.6461,1072467.0
2020-04-28,15.1563,15.3139,14.7667,14.8131,1091456.0
2020-04-29,15.3511,16.0838,15.1841,15.9447,3290454.0
2020-04-30,15.5087,15.6803,15.2861,15.3882,1062833.0
2020-05-01,14.9244,15.1377,14.6183,14.8316,981397.0
2020-05-02,14.9244,15.1377,14.6183,14.8316,981397.0
2020-05-03,14.9244,15.1377,14.6183,14.8316,981397.0
2020-05-04,14.5163,14.7667,14.2473,14.4791,933404.0
2020-05-05,14.878,15.1841,14.5626,14.6554,833681.0
2020-05-06,14.7574,14.9522,14.6276,14.7389,856752.0
2020-05-07,15.0171,15.1934,14.9986,15.0821,826706.0
2020-05-08,15.4902,15.7592,15.2212,15.7406,1023434.0
2020-05-09,15.4902,15.7592,15.2212,15.7406,1023434.0
2020-05-10,15.4902,15.7592,15.2212,15.7406,1023434.0
2020-05-11,15.4253,15.5458,15.0913,15.1934,1144015.0
2020-05-12,15.416,15.6504,14.0525,14.0989,1552149.0
2020-05-13,13.8577,13.9783,13.0229,13.1064,1904737.0
2020-05-14,12.7632,13.4264,12.4292,13.3939,1328704.0
2020-05-15,13.2177,13.3846,13.0229,13.162,1022797.0
2020-05-16,13.2177,13.3846,13.0229,13.162,1022797.0
2020-05-17,13.2177,13.3846,13.0229,13.162,1022797.0
2020-05-18,13.7093,14.5394,13.7093,14.4699,1108750.0
2020-05-19,14.3586,14.6461,14.1267,14.1267,1027616.0
2020-05-20,14.3864,14.8594,14.3122,14.8038,920265.0
2020-05-21,14.711,14.8873,14.3261,14.3771,972582.0
2020-05-22,14.4328,14.7528,14.1379,14.6183,1789141.0
2020-05-23,14.4328,14.7528,14.1379,14.6183,1789141.0
2020-05-24,14.4328,14.7528,14.1379,14.6183,1789141.0
2020-05-25,14.4328,14.7528,14.1379,14.6183,1789141.0
2020-05-26,15.249,15.7035,15.1934,15.4253,1334799.0
2020-05-27,15.7685,15.8705,15.1795,15.8241,1153420.0
2020-05-28,15.954,15.954,14.98,15.045,1061334.0
2020-05-29,14.9337,15.2166,14.776,15.0821,1300390.0
2020-05-30,14.9337,15.2166,14.776,15.0821,1300390.0
2020-05-31,14.9337,15.2166,14.776,15.0821,1300390.0
2020-06-01,15.0821,15.4253,14.9893,15.2397,952203.0
2020-06-02,15.3882,15.5737,15.2026,15.4902,859738.0
2020-06-03,15.8612,16.2879,15.7592,16.1395,1656894.0
2020-06-04,15.9076,16.107,15.7824,15.9911,1497844.0
2020-06-05,16.7146,17.067,16.6682,16.696,1325448.0
2020-06-06,16.7146,17.067,16.6682,16.696,1325448.0
2020-06-07,16.7146,17.067,16.6682,16.696,1325448.0
2020-06-08,16.9279,17.0763,16.7331,16.8259,772912.0
2020-06-09,16.427,16.529,15.9911,16.1951,2461613.0
2020-06-10,16.1487,16.158,15.4345,15.4438,1404041.0
2020-06-11,14.5809,14.9167,14.0025,14.0025,2306220.0
2020-06-12,14.6555,14.7768,14.0632,14.4596,1722777.0
2020-06-13,14.6555,14.7768,14.0632,14.4596,1722777.0
2020-06-14,14.6555,14.7768,14.0632,14.4596,1722777.0
2020-06-15,13.9279,14.4223,13.7646,14.3663,1587263.0
2020-06-16,15.0473,15.0847,14.4596,14.954,1536344.0
2020-06-17,15.0287,15.0287,14.4037,14.4876,1029323.0
2020-06-18,14.2917,14.469,14.1658,14.2637,1880930.0
2020-06-19,14.4037,14.5622,14.0072,14.0305,2678732.0
2020-06-20,14.4037,14.5622,14.0072,14.0305,2678732.0
2020-06-21,14.4037,14.5622,14.0072,14.0305,2678732.0
2020-06-22,13.8812,14.1611,13.5967,14.1051,1315564.0
2020-06-23,14.385,14.4969,14.2544,14.3943,1253618.0
2020-06-24,14.1145,14.2077,13.6014,13.6853,1434365.0
2020-06-25,13.592,13.788,13.2982,13.7693,1269249.0
2020-06-26,13.6667,13.8253,13.5361,13.62,1362949.0
2020-06-27,13.6667,13.8253,13.5361,13.62,1362949.0
2020-06-28,13.6667,13.8253,13.5361,13.62,1362949.0
2020-06-29,13.7413,14.0212,13.6107,13.9652,751411.0
2020-06-30,13.8533,14.2824,13.8533,14.2451,831814.0
2020-07-01,14.301,14.301,13.704,13.7413,853824.0
2020-07-02,14.0212,14.3104,13.8346,13.8719,715604.0
2020-07-03,14.0212,14.3104,13.8346,13.8719,715604.0
2020-07-04,14.0212,14.3104,13.8346,13.8719,715604.0
2020-07-05,14.0212,14.3104,13.8346,13.8719,715604.0
2020-07-06,14.2077,14.3477,13.9839,14.1051,577112.0
2020-07-07,13.9092,14.0445,13.5267,13.6107,1100558.0
2020-07-08,13.6294,13.9186,13.62,13.8999,1110072.0
2020-07-09,13.8906,13.9839,13.6434,13.8999,921544.0
2020-07-10,13.9932,14.1891,13.8159,14.1051,877087.0
2020-07-11,13.9932,14.1891,13.8159,14.1051,877087.0
2020-07-12,13.9932,14.1891,13.8159,14.1051,877087.0
2020-07-13,14.3383,14.469,14.0632,14.1145,1416929.0
2020-07-14,14.1424,14.357,13.9652,14.3383,757430.0
2020-07-15,14.7022,14.9261,14.6742,14.8141,946566.0
2020-07-16,14.7208,14.8141,14.4223,14.5436,859399.0
2020-07-17,14.5902,14.6835,14.427,14.5156,849668.0
2020-07-18,14.5902,14.6835,14.427,14.5156,849668.0
2020-07-19,14.5902,14.6835,14.427,14.5156,849668.0
2020-07-20,14.4223,14.5716,14.329,14.4783,645280.0
2020-07-21,14.6742,14.7675,14.357,14.441,2747280.0
2020-07-22,14.3663,14.6462,14.315,14.3477,1391010.0
2020-07-23,14.2824,14.7628,14.2591,14.4969,1869096.0
2020-07-24,14.441,14.6695,14.1611,14.1891,1427515.0
2020-07-25,14.441,14.6695,14.1611,14.1891,1427515.0
2020-07-26,14.441,14.6695,14.1611,14.1891,1427515.0
2020-07-27,14.2357,14.6928,14.2264,14.6649,1413071.0
2020-07-28,14.5529,14.5809,14.1518,14.1611,716533.0
2020-07-29,14.2637,14.7721,14.2637,14.7581,1212088.0
2020-07-30,14.4783,14.6649,14.3197,14.5996,699985.0
2020-07-31,14.5436,14.6462,14.315,14.6369,726415.0
2020-08-01,14.5436,14.6462,14.315,14.6369,726415.0
2020-08-02,14.5436,14.6462,14.315,14.6369,726415.0
2020-08-03,14.7675,15.094,14.5716,14.9727,1594905.0
2020-08-04,15.8216,15.8216,14.7861,15.6071,1917245.0
2020-08-05,16.0642,16.2088,15.5604,15.8776,1965120.0
2020-08-06,15.747,15.9616,15.5371,15.803,1790914.0
2020-08-07,15.6724,15.775,15.4158,15.6071,698663.0
2020-08-08,15.6724,15.775,15.4158,15.6071,698663.0
2020-08-09,15.6724,15.775,15.4158,15.6071,698663.0
2020-08-10,15.719,15.8403,15.663,15.7004,647005.0
2020-08-11,15.9149,16.2537,15.8963,15.9895,1164519.0
2020-08-12,16.1761,16.4093,15.9429,16.3627,728260.0
2020-08-13,16.2694,16.3161,16.0828,16.1295,575334.0
2020-08-14,16.0175,16.1854,15.9709,16.0548,381180.0
2020-08-15,16.0175,16.1854,15.9709,16.0548,381180.0
2020-08-16,16.0175,16.1854,15.9709,16.0548,381180.0
2020-08-17,16.1201,16.1201,15.8216,15.8683,671793.0
2020-08-18,15.7936,15.8123,15.2712,15.3179,966790.0
2020-08-19,15.2899,15.677,15.2246,15.4671,683507.0
2020-08-20,15.1033,15.3365,15.038,15.1126,608954.0
2020-08-21,15.038,15.1126,14.8141,14.9634,860480.0
2020-08-22,15.038,15.1126,14.8141,14.9634,860480.0
2020-08-23,15.038,15.1126,14.8141,14.9634,860480.0
2020-08-24,15.15,15.5138,15.066,15.5044,798963.0
2020-08-25,15.5231,15.5977,15.3552,15.5138,903565.0
2020-08-26,15.5044,15.5231,15.3085,15.3459,492472.0
2020-08-27,15.5044,15.5044,14.9634,14.982,929098.0
2020-08-28,15.066,15.3085,14.982,15.3085,960299.0
2020-08-29,15.066,15.3085,14.982,15.3085,960299.0
2020-08-30,15.066,15.3085,14.982,15.3085,960299.0
2020-08-31,15.2432,15.2806,14.9167,14.9167,1321287.0
2020-09-01,14.9727,15.2059,14.6649,15.1966,795401.0
2020-09-02,15.2246,15.6304,15.2246,15.5977,691508.0
2020-09-03,15.4858,15.6164,14.9867,15.0567,997104.0
2020-09-04,15.2059,15.2619,14.7581,15.0194,983771.0
2020-09-05,15.2059,15.2619,14.7581,15.0194,983771.0
2020-09-06,15.2059,15.2619,14.7581,15.0194,983771.0
2020-09-07,15.2059,15.2619,14.7581,15.0194,983771.0
2020-09-08,14.8048,14.8514,14.3757,14.3943,940186.0
2020-09-09,14.6089,14.7861,14.5109,14.6835,789755.0
2020-09-10,14.8196,14.9041,14.3926,14.4254,653069.0
2020-09-11,14.5662,14.6601,14.2659,14.3503,935471.0
2020-09-12,14.5662,14.6601,14.2659,14.3503,935471.0
2020-09-13,14.5662,14.6601,14.2659,14.3503,935471.0
2020-09-14,14.5287,14.8478,14.5099,14.8008,507241.0
2020-09-15,14.9416,14.9698,14.7351,14.829,568955.0
2020-09-16,14.9979,15.1763,14.9604,14.9885,990688.0
2020-09-17,14.7351,15.0356,14.5897,14.8196,879881.0
2020-09-18,14.9135,15.2138,14.6788,14.7727,2232822.0
2020-09-19,14.9135,15.2138,14.6788,14.7727,2232822.0
2020-09-20,14.9135,15.2138,14.6788,14.7727,2232822.0
2020-09-21,14.3785,14.4348,13.9796,14.1157,1326593.0
2020-09-22,14.1626,14.3316,14.0078,14.2377,852897.0
2020-09-23,14.2002,14.463,13.9843,14.0031,804709.0
2020-09-24,13.9937,14.3785,13.928,14.1814,495940.0
2020-09-25,14.1063,14.3128,13.9655,14.1814,543934.0
2020-09-26,14.1063,14.3128,13.9655,14.1814,543934.0
2020-09-27,14.1063,14.3128,13.9655,14.1814,543934.0
2020-09-28,14.4067,14.9228,14.3785,14.9135,821036.0
2020-09-29,14.8384,15.0167,14.6976,14.8196,579319.0
2020-09-30,14.951,15.073,14.4723,14.6131,1347126.0
2020-10-01,14.829,15.0449,14.707,14.8478,803896.0
2020-10-02,14.5099,14.9041,14.5099,14.6694,815895.0
2020-10-03,14.5099,14.9041,14.5099,14.6694,815895.0
2020-10-04,14.5099,14.9041,14.5099,14.6694,815895.0
2020-10-05,14.7727,15.4297,14.7727,15.4015,1120867.0
2020-10-06,15.4954,15.6549,15.1387,15.195,835282.0
2020-10-07,15.9552,16.2744,15.8145,16.2087,2051020.0
2020-10-08,16.4057,16.6498,16.1805,16.6498,1110763.0
2020-10-09,16.9032,16.9783,16.5559,16.6122,1042527.0
2020-10-10,16.9032,16.9783,16.5559,16.6122,1042527.0
2020-10-11,16.9032,16.9783,16.5559,16.6122,1042527.0
2020-10-12,16.7061,17.0111,16.6122,16.6873,1090464.0
2020-10-13,16.6404,16.6873,16.2509,16.3213,603091.0
2020-10-14,16.4057,16.5184,16.2321,16.2744,670896.0
2020-10-15,16.3213,17.0204,16.1148,16.8938,1865101.0
2020-10-16,16.9501,16.9501,16.57,16.6498,572606.0
2020-10-17,16.9501,16.9501,16.57,16.6498,572606.0
2020-10-18,16.9501,16.9501,16.57,16.6498,572606.0
2020-10-19,16.7155,16.9126,16.5841,16.631,443292.0
2020-10-20,16.8093,16.8281,16.4621,16.5371,570000.0
2020-10-21,16.4902,16.6828,16.2837,16.2931,1108990.0
2020-10-22,16.3776,16.7061,16.2837,16.6404,759580.0
2020-10-23,16.8281,16.8281,16.5184,16.7342,513206.0
2020-10-24,16.8281,16.8281,16.5184,16.7342,513206.0
2020-10-25,16.8281,16.8281,16.5184,16.7342,513206.0
2020-10-26,16.4151,16.4714,16.1054,16.2744,856997.0
2020-10-27,16.2368,16.3166,15.8332,15.8614,696220.0
2020-10-28,15.3734,15.5235,14.9885,15.073,934970.0
2020-10-29,14.9792,15.439,14.8384,15.3452,968184.0
2020-10-30,15.242,15.3077,14.951,15.2232,790305.0
2020-10-31,15.242,15.3077,14.951,15.2232,790305.0
2020-11-01,15.242,15.3077,14.951,15.2232,790305.0
2020-11-02,15.3077,15.4672,15.195,15.4672,870442.0
2020-11-03,15.7112,16.1617,15.195,15.9459,1056081.0
2020-11-04,15.6737,15.9083,15.4109,15.5329,1131697.0
2020-11-05,15.7863,16.4621,15.6737,16.387,852236.0
2020-11-06,16.387,16.5653,16.3119,16.4996,586653.0
2020-11-07,16.387,16.5653,16.3119,16.4996,586653.0
2020-11-08,16.387,16.5653,16.3119,16.4996,586653.0
2020-11-09,17.532,18.0576,16.9219,16.9501,1231611.0
2020-11-10,17.1566,17.1754,16.8281,16.9407,950277.0
2020-11-11,17.044,17.1941,16.7812,17.1284,598113.0
2020-11-12,16.9876,17.0721,16.5231,16.6498,629330.0
2020-11-13,16.9126,17.1941,16.8375,17.119,503857.0
2020-11-14,16.9126,17.1941,16.8375,17.119,503857.0
2020-11-15,16.9126,17.1941,16.8375,17.119,503857.0
2020-11-16,17.3912,17.7385,17.1988,17.7291,940547.0
2020-11-17,17.4663,17.6352,17.166,17.4194,644024.0
2020-11-18,17.5602,17.6259,17.166,17.166,700140.0
2020-11-19,17.1003,17.288,16.9595,17.2786,650808.0
2020-11-20,17.166,17.3255,17.119,17.2035,516942.0
2020-11-21,17.166,17.3255,17.119,17.2035,516942.0
2020-11-22,17.166,17.3255,17.119,17.2035,516942.0
2020-11-23,17.41,17.7385,17.3396,17.6916,745114.0
2020-11-24,17.9356,18.3391,17.8511,18.2359,1107006.0
2020-11-25,18.02,18.2359,17.7009,18.067,745913.0
2020-11-26,18.02,18.2359,17.7009,18.067,745913.0
2020-11-27,18.0482,18.1796,17.9168,18.1421,352369.0
2020-11-28,18.0482,18.1796,17.9168,18.1421,352369.0
2020-11-29,18.0482,18.1796,17.9168,18.1421,352369.0
2020-11-30,18.0013,18.2359,17.9004,18.1702,1449832.0
2020-12-01,18.3485,18.4893,18.1984,18.3767,1430768.0
2020-12-02,18.3391,18.6019,18.25,18.3767,763006.0
2020-12-03,18.4142,18.5266,18.2922,18.3579,440235.0
2020-12-04,18.4893,19.0431,18.4893,19.0337,809293.0
2020-12-05,18.4893,19.0431,18.4893,19.0337,809293.0
2020-12-06,18.4893,19.0431,18.4893,19.0337,809293.0
2020-12-07,18.9492,19.0618,18.7052,18.846,580953.0
2020-12-08,18.677,18.9023,18.6301,18.8647,757052.0
2020-12-09,18.8929,18.9492,18.4002,18.4987,697292.0
2020-12-10,18.3714,18.5317,18.2771,18.2865,1200971.0
2020-12-11,18.1073,18.3525,18.013,18.1733,836402.0
2020-12-12,18.1073,18.3525,18.013,18.1733,836402.0
2020-12-13,18.1073,18.3525,18.013,18.1733,836402.0
2020-12-14,18.4185,18.5411,17.9847,17.9942,1085003.0
2020-12-15,18.2582,18.6166,18.1168,18.5977,840185.0
2020-12-16,18.7203,18.7203,18.4468,18.6543,883455.0
2020-12-17,18.7203,19.1259,18.6543,19.107,775069.0
2020-12-18,19.1542,19.239,18.7533,18.8712,2221046.0
2020-12-19,19.1542,19.239,18.7533,18.8712,2221046.0
2020-12-20,19.1542,19.239,18.7533,18.8712,2221046.0
2020-12-21,18.4185,18.8618,18.3054,18.8618,1140869.0
2020-12-22,18.8524,19.0127,18.7392,18.8995,495724.0
2020-12-23,19.1447,19.3805,19.0881,19.239,660517.0
2020-12-24,19.3899,19.4465,19.0457,19.305,338130.0
2020-12-25,19.3899,19.4465,19.0457,19.305,338130.0
2020-12-26,19.3899,19.4465,19.0457,19.305,338130.0
2020-12-27,19.3899,19.4465,19.0457,19.305,338130.0
2020-12-28,19.522,19.7955,19.3994,19.5031,702378.0
2020-12-29,19.6068,19.6116,19.0174,19.173,602676.0
2020-12-30,19.173,19.6163,19.173,19.5031,462272.0
2020-12-31,19.5314,19.7672,19.4276,19.5314,832145.0
2021-01-01,19.5314,19.7672,19.4276,19.5314,832145.0
2021-01-02,19.5314,19.7672,19.4276,19.5314,832145.0
2021-01-03,19.5314,19.7672,19.4276,19.5314,832145.0
2021-01-04,19.7389,19.8426,19.3899,19.7011,1257063.0
2021-01-05,19.6351,20.3094,19.6351,20.2198,870944.0
2021-01-06,20.6725,21.3704,20.4179,21.1441,1406478.0
2021-01-07,21.2667,21.6533,21.0781,21.4647,1095424.0
2021-01-08,21.6911,21.7005,21.0498,21.2478,786831.0
2021-01-09,21.6911,21.7005,21.0498,21.2478,786831.0
2021-01-10,21.6911,21.7005,21.0498,21.2478,786831.0
2021-01-11,20.8894,21.559,20.8423,21.5496,609158.0
2021-01-12,21.5873,21.8985,21.4553,21.5024,996241.0
2021-01-13,21.5496,21.6911,21.2572,21.427,844911.0
2021-01-14,21.5968,21.9929,21.4647,21.7665,1123173.0
2021-01-15,21.1346,21.394,20.8422,21.2478,1212634.0
2021-01-16,21.1346,21.394,20.8422,21.2478,1212634.0
2021-01-17,21.1346,21.394,20.8422,21.2478,1212634.0
2021-01-18,21.1346,21.394,20.8422,21.2478,1212634.0
2021-01-19,21.5496,22.2286,21.3893,22.2192,1478247.0
2021-01-20,22.3229,22.5587,21.9787,22.0589,820546.0
2021-01-21,22.0589,22.0589,21.6675,21.7759,750146.0
