,MSFT US Equity
,BEST_EPS_NXT_YR
2019-01-01,
2019-01-02,
2019-01-03,
2019-01-04,
2019-01-05,
2019-01-06,
2019-01-07,
2019-01-08,
2019-01-09,
2019-01-10,
2019-01-11,
2019-01-12,
2019-01-13,
2019-01-14,
2019-01-15,
2019-01-16,
2019-01-17,
2019-01-18,
2019-01-19,
2019-01-20,
2019-01-21,
2019-01-22,
2019-01-23,
2019-01-24,
2019-01-25,
2019-01-26,
2019-01-27,
2019-01-28,
2019-01-29,
2019-01-30,
2019-01-31,
2019-02-01,
2019-02-02,
2019-02-03,
2019-02-04,
2019-02-05,
2019-02-06,
2019-02-07,
2019-02-08,
2019-02-09,
2019-02-10,
2019-02-11,
2019-02-12,
2019-02-13,
2019-02-14,
2019-02-15,
2019-02-16,
2019-02-17,
2019-02-18,
2019-02-19,
2019-02-20,
2019-02-21,
2019-02-22,
2019-02-23,
2019-02-24,
2019-02-25,
2019-02-26,
2019-02-27,
2019-02-28,
2019-03-01,
2019-03-02,
2019-03-03,
2019-03-04,
2019-03-05,
2019-03-06,
2019-03-07,
2019-03-08,
2019-03-09,
2019-03-10,
2019-03-11,
2019-03-12,
2019-03-13,
2019-03-14,
2019-03-15,
2019-03-16,
2019-03-17,
2019-03-18,
2019-03-19,
2019-03-20,
2019-03-21,
2019-03-22,
2019-03-23,
2019-03-24,
2019-03-25,
2019-03-26,
2019-03-27,
2019-03-28,
2019-03-29,
2019-03-30,
2019-03-31,
2019-04-01,
2019-04-02,
2019-04-03,
2019-04-04,
2019-04-05,
2019-04-06,
2019-04-07,
2019-04-08,
2019-04-09,
2019-04-10,
2019-04-11,
2019-04-12,
2019-04-13,
2019-04-14,
2019-04-15,
2019-04-16,
2019-04-17,
2019-04-18,
2019-04-19,
2019-04-20,
2019-04-21,
2019-04-22,
2019-04-23,
2019-04-24,
2019-04-25,
2019-04-26,
2019-04-27,
2019-04-28,
2019-04-29,
2019-04-30,
2019-05-01,
2019-05-02,
2019-05-03,
2019-05-04,
2019-05-05,
2019-05-06,
2019-05-07,
2019-05-08,
2019-05-09,
2019-05-10,
2019-05-11,
2019-05-12,
2019-05-13,
2019-05-14,
2019-05-15,
2019-05-16,
2019-05-17,
2019-05-18,
2019-05-19,
2019-05-20,
2019-05-21,
2019-05-22,
2019-05-23,
2019-05-24,
2019-05-25,
2019-05-26,
2019-05-27,
2019-05-28,
2019-05-29,
2019-05-30,
2019-05-31,
2019-06-01,
2019-06-02,
2019-06-03,
2019-06-04,
2019-06-05,
2019-06-06,
2019-06-07,
2019-06-08,
2019-06-09,
2019-06-10,
2019-06-11,
2019-06-12,
2019-06-13,
2019-06-14,
2019-06-15,
2019-06-16,
2019-06-17,
2019-06-18,
2019-06-19,
2019-06-20,
2019-06-21,
2019-06-22,
2019-06-23,
2019-06-24,
2019-06-25,
2019-06-26,
2019-06-27,
2019-06-28,
2019-06-29,
2019-06-30,
2019-07-01,
2019-07-02,
2019-07-03,
2019-07-04,
2019-07-05,
2019-07-06,
2019-07-07,
2019-07-08,
2019-07-09,
2019-07-10,
2019-07-11,9.67
2019-07-12,9.67
2019-07-13,9.67
2019-07-14,9.67
2019-07-15,9.67
2019-07-16,9.67
2019-07-17,9.67
2019-07-18,9.67
2019-07-19,9.75
2019-07-20,9.75
2019-07-21,9.75
2019-07-22,9.75
2019-07-23,9.75
2019-07-24,9.75
2019-07-25,9.75
2019-07-26,9.75
2019-07-27,9.75
2019-07-28,9.75
2019-07-29,9.75
2019-07-30,9.75
2019-07-31,9.75
2019-08-01,9.75
2019-08-02,9.75
2019-08-03,9.75
2019-08-04,9.75
2019-08-05,9.75
2019-08-06,9.75
2019-08-07,9.75
2019-08-08,9.75
2019-08-09,9.75
2019-08-10,9.75
2019-08-11,9.75
2019-08-12,9.75
2019-08-13,9.75
2019-08-14,9.75
2019-08-15,9.75
2019-08-16,9.75
2019-08-17,9.75
2019-08-18,9.75
2019-08-19,9.75
2019-08-20,9.75
2019-08-21,9.75
2019-08-22,9.75
2019-08-23,9.75
2019-08-24,9.75
2019-08-25,9.75
2019-08-26,9.75
2019-08-27,9.75
2019-08-28,9.75
2019-08-29,9.75
2019-08-30,9.75
2019-08-31,9.75
2019-09-01,9.75
2019-09-02,9.75
2019-09-03,9.75
2019-09-04,9.75
2019-09-05,9.75
2019-09-06,9.75
2019-09-07,9.75
2019-09-08,9.75
2019-09-09,9.75
2019-09-10,9.75
2019-09-11,9.75
2019-09-12,9.75
2019-09-13,9.75
2019-09-14,9.75
2019-09-15,9.75
2019-09-16,9.75
2019-09-17,9.75
2019-09-18,9.75
2019-09-19,9.75
2019-09-20,9.75
2019-09-21,9.75
2019-09-22,9.75
2019-09-23,9.75
2019-09-24,9.75
2019-09-25,9.75
2019-09-26,9.75
2019-09-27,9.75
2019-09-28,9.75
2019-09-29,9.75
2019-09-30,9.75
2019-10-01,9.75
2019-10-02,9.75
2019-10-03,9.75
2019-10-04,9.75
2019-10-05,9.75
2019-10-06,9.75
2019-10-07,9.75
2019-10-08,9.75
2019-10-09,9.75
2019-10-10,9.75
2019-10-11,9.75
2019-10-12,9.75
2019-10-13,9.75
2019-10-14,9.75
2019-10-15,9.75
2019-10-16,9.75
2019-10-17,9.75
2019-10-18,9.75
2019-10-19,9.75
2019-10-20,9.75
2019-10-21,9.75
2019-10-22,9.75
2019-10-23,9.75
2019-10-24,9.61
2019-10-25,9.61
2019-10-26,9.62
2019-10-27,9.62
2019-10-28,9.62
2019-10-29,9.62
2019-10-30,9.62
2019-10-31,9.62
2019-11-01,9.62
2019-11-02,9.62
2019-11-03,9.62
2019-11-04,9.62
2019-11-05,9.62
2019-11-06,9.62
2019-11-07,9.62
2019-11-08,9.62
2019-11-09,9.62
2019-11-10,9.62
2019-11-11,9.62
2019-11-12,9.62
2019-11-13,9.78
2019-11-14,9.78
2019-11-15,9.78
2019-11-16,9.78
2019-11-17,9.78
2019-11-18,9.78
2019-11-19,9.78
2019-11-20,9.78
2019-11-21,9.78
2019-11-22,9.78
2019-11-23,9.78
2019-11-24,9.78
2019-11-25,9.78
2019-11-26,9.78
2019-11-27,9.78
2019-11-28,9.78
2019-11-29,9.78
2019-11-30,9.78
2019-12-01,9.78
2019-12-02,9.78
2019-12-03,9.78
2019-12-04,9.78
2019-12-05,9.78
2019-12-06,9.78
2019-12-07,9.78
2019-12-08,9.78
2019-12-09,9.78
2019-12-10,9.78
2019-12-11,9.78
2019-12-12,9.85
2019-12-13,9.85
2019-12-14,9.85
2019-12-15,9.85
2019-12-16,9.85
2019-12-17,9.85
2019-12-18,9.85
2019-12-19,9.85
2019-12-20,9.85
2019-12-21,9.85
2019-12-22,9.85
2019-12-23,9.85
2019-12-24,9.85
2019-12-25,9.85
2019-12-26,9.85
2019-12-27,9.85
2019-12-28,9.85
2019-12-29,9.85
2019-12-30,9.85
2019-12-31,9.85
2020-01-01,9.85
2020-01-02,9.85
2020-01-03,9.85
2020-01-04,9.85
2020-01-05,9.85
2020-01-06,9.85
2020-01-07,9.85
2020-01-08,9.85
2020-01-09,9.93
2020-01-10,9.93
2020-01-11,9.93
2020-01-12,9.93
2020-01-13,9.93
2020-01-14,9.93
2020-01-15,9.93
2020-01-16,9.93
2020-01-17,9.93
2020-01-18,9.93
2020-01-19,9.93
2020-01-20,9.93
2020-01-21,9.93
2020-01-22,9.93
2020-01-23,9.93
2020-01-24,9.93
2020-01-25,9.93
2020-01-26,9.93
2020-01-27,9.93
2020-01-28,9.93
2020-01-29,9.93
2020-01-30,10.297
2020-01-31,9.703
2020-02-01,9.703
2020-02-02,9.703
2020-02-03,9.703
2020-02-04,9.703
2020-02-05,9.703
2020-02-06,9.703
2020-02-07,9.703
2020-02-08,9.703
2020-02-09,9.703
2020-02-10,9.703
2020-02-11,9.703
2020-02-12,9.757
2020-02-13,9.757
2020-02-14,9.757
2020-02-15,9.757
2020-02-16,9.757
2020-02-17,9.757
2020-02-18,9.757
2020-02-19,9.757
2020-02-20,9.757
2020-02-21,9.757
2020-02-22,9.757
2020-02-23,9.757
2020-02-24,9.757
2020-02-25,9.757
2020-02-26,9.757
2020-02-27,9.757
2020-02-28,9.757
2020-02-29,9.757
2020-03-01,9.757
2020-03-02,9.747
2020-03-03,9.747
2020-03-04,9.747
2020-03-05,9.747
2020-03-06,9.747
2020-03-07,9.747
2020-03-08,9.747
2020-03-09,9.747
2020-03-10,9.747
2020-03-11,9.747
2020-03-12,9.747
2020-03-13,9.747
2020-03-14,9.747
2020-03-15,9.747
2020-03-16,9.747
2020-03-17,9.747
2020-03-18,9.747
2020-03-19,9.747
2020-03-20,9.747
2020-03-21,9.747
2020-03-22,9.747
2020-03-23,9.747
2020-03-24,9.747
2020-03-25,9.747
2020-03-26,9.747
2020-03-27,9.747
2020-03-28,9.747
2020-03-29,9.747
2020-03-30,9.747
2020-03-31,9.747
2020-04-01,9.747
2020-04-02,9.377
2020-04-03,9.377
2020-04-04,9.377
2020-04-05,9.377
2020-04-06,9.377
2020-04-07,9.377
2020-04-08,9.377
2020-04-09,9.377
2020-04-10,9.377
2020-04-11,9.377
2020-04-12,9.377
2020-04-13,9.377
2020-04-14,9.377
2020-04-15,9.377
2020-04-16,9.377
2020-04-17,9.2
2020-04-18,9.2
2020-04-19,9.2
2020-04-20,9.2
2020-04-21,9.2
2020-04-22,9.2
2020-04-23,9.2
2020-04-24,9.2
2020-04-25,9.2
2020-04-26,9.2
2020-04-27,9.2
2020-04-28,9.2
2020-04-29,9.2
2020-04-30,9.2
2020-05-01,9.875
2020-05-02,9.875
2020-05-03,9.875
2020-05-04,9.875
2020-05-05,9.875
2020-05-06,9.875
2020-05-07,9.875
2020-05-08,9.875
2020-05-09,9.875
2020-05-10,9.875
2020-05-11,9.875
2020-05-12,9.875
2020-05-13,9.875
2020-05-14,9.875
2020-05-15,9.875
2020-05-16,9.875
2020-05-17,9.875
2020-05-18,9.875
2020-05-19,9.875
2020-05-20,9.875
2020-05-21,9.875
2020-05-22,9.875
2020-05-23,9.875
2020-05-24,9.875
2020-05-25,9.875
2020-05-26,9.875
2020-05-27,9.875
2020-05-28,10.18
2020-05-29,10.18
2020-05-30,10.18
2020-05-31,10.18
2020-06-01,10.18
2020-06-02,10.18
2020-06-03,10.18
2020-06-04,10.18
2020-06-05,10.18
2020-06-06,10.18
2020-06-07,10.18
2020-06-08,10.18
2020-06-09,10.18
2020-06-10,10.18
2020-06-11,10.18
2020-06-12,10.18
2020-06-13,10.18
2020-06-14,10.18
2020-06-15,10.18
2020-06-16,11.21
2020-06-17,11.21
2020-06-18,11.21
2020-06-19,11.21
2020-06-20,11.21
2020-06-21,11.21
2020-06-22,11.21
2020-06-23,11.21
2020-06-24,11.21
2020-06-25,11.21
2020-06-26,11.21
2020-06-27,11.21
2020-06-28,11.21
2020-06-29,11.21
2020-06-30,11.21
2020-07-01,11.21
2020-07-02,11.21
2020-07-03,11.21
2020-07-04,11.21
2020-07-05,11.21
2020-07-06,11.21
2020-07-07,11.21
2020-07-08,11.21
2020-07-09,11.21
2020-07-10,11.21
2020-07-11,11.21
2020-07-12,11.21
2020-07-13,11.21
2020-07-14,11.21
2020-07-15,11.21
2020-07-16,11.21
2020-07-17,11.21
2020-07-18,11.21
2020-07-19,11.21
2020-07-20,11.21
2020-07-21,11.21
2020-07-22,11.21
2020-07-23,11.21
2020-07-24,11.21
2020-07-25,11.21
2020-07-26,11.21
2020-07-27,11.21
2020-07-28,11.21
2020-07-29,11.21
2020-07-30,11.21
2020-07-31,11.21
2020-08-01,11.21
2020-08-02,11.21
2020-08-03,11.21
2020-08-04,11.21
2020-08-05,11.21
2020-08-06,11.21
2020-08-07,11.21
2020-08-08,11.21
2020-08-09,11.21
2020-08-10,11.21
2020-08-11,11.21
2020-08-12,11.21
2020-08-13,11.21
2020-08-14,11.21
2020-08-15,11.21
2020-08-16,11.21
2020-08-17,11.21
2020-08-18,11.21
2020-08-19,11.21
2020-08-20,11.21
2020-08-21,11.21
2020-08-22,11.21
2020-08-23,11.21
2020-08-24,11.21
2020-08-25,11.21
2020-08-26,11.21
2020-08-27,11.21
2020-08-28,11.21
2020-08-29,11.21
2020-08-30,11.21
2020-08-31,11.21
2020-09-01,11.21
2020-09-02,11.21
2020-09-03,11.21
2020-09-04,11.21
2020-09-05,11.21
2020-09-06,11.21
2020-09-07,11.21
2020-09-08,11.21
2020-09-09,11.21
2020-09-10,11.21
2020-09-11,11.21
2020-09-12,11.21
2020-09-13,11.21
2020-09-14,11.21
2020-09-15,11.21
2020-09-16,11.21
2020-09-17,11.21
2020-09-18,11.21
2020-09-19,11.21
2020-09-20,11.21
2020-09-21,11.21
2020-09-22,11.21
2020-09-23,11.21
2020-09-24,11.21
2020-09-25,11.21
2020-09-26,11.21
2020-09-27,11.21
2020-09-28,11.21
2020-09-29,11.21
2020-09-30,11.21
2020-10-01,11.21
2020-10-02,11.21
2020-10-03,11.21
2020-10-04,11.21
2020-10-05,11.21
2020-10-06,11.21
2020-10-07,11.21
2020-10-08,11.21
2020-10-09,11.21
2020-10-10,11.21
2020-10-11,11.21
2020-10-12,11.21
2020-10-13,11.21
2020-10-14,11.21
2020-10-15,11.21
2020-10-16,11.21
2020-10-17,11.21
2020-10-18,11.21
2020-10-19,11.21
2020-10-20,11.21
2020-10-21,11.21
2020-10-22,11.21
2020-10-23,12.13
2020-10-24,12.13
2020-10-25,12.13
2020-10-26,12.13
2020-10-27,12.13
2020-10-28,11.31
2020-10-29,11.31
2020-10-30,11.31
2020-10-31,11.31
2020-11-01,11.31
2020-11-02,11.31
2020-11-03,11.31
2020-11-04,11.31
2020-11-05,11.31
2020-11-06,11.31
2020-11-07,11.31
2020-11-08,11.31
2020-11-09,11.31
2020-11-10,11.31
2020-11-11,11.31
2020-11-12,11.31
2020-11-13,11.31
2020-11-14,11.31
2020-11-15,11.31
2020-11-16,11.31
2020-11-17,11.31
2020-11-18,11.31
2020-11-19,11.31
2020-11-20,11.31
2020-11-21,11.31
2020-11-22,11.31
2020-11-23,11.31
2020-11-24,11.31
2020-11-25,11.31
2020-11-26,11.31
2020-11-27,11.31
2020-11-28,11.31
2020-11-29,11.31
2020-11-30,11.31
2020-12-01,11.31
2020-12-02,11.31
2020-12-03,11.31
2020-12-04,11.31
2020-12-05,11.31
2020-12-06,11.31
2020-12-07,11.31
2020-12-08,11.31
2020-12-09,11.31
2020-12-10,11.31
2020-12-11,11.31
2020-12-12,11.31
2020-12-13,11.31
2020-12-14,11.31
2020-12-15,11.31
2020-12-16,11.31
2020-12-17,11.31
2020-12-18,11.31
2020-12-19,11.31
2020-12-20,11.31
2020-12-21,11.31
2020-12-22,11.31
2020-12-23,11.31
2020-12-24,11.31
2020-12-25,11.31
2020-12-26,11.31
2020-12-27,11.31
2020-12-28,11.31
2020-12-29,11.31
2020-12-30,11.31
2020-12-31,11.31
2021-01-01,11.31
2021-01-02,11.31
2021-01-03,11.31
2021-01-04,11.31
2021-01-05,11.31
2021-01-06,11.31
2021-01-07,11.31
2021-01-08,11.31
2021-01-09,11.31
2021-01-10,11.31
2021-01-11,11.31
2021-01-12,11.31
2021-01-13,11.31
2021-01-14,11.31
2021-01-15,11.31
2021-01-16,11.31
2021-01-17,11.31
2021-01-18,11.31
2021-01-19,11.31
2021-01-20,11.31
2021-01-21,11.31
2021-01-22,11.31
2021-01-23,11.31
2021-01-24,11.31
2021-01-25,11.31
2021-01-26,11.31
2021-01-27,13.33
2021-01-28,13.33
2021-01-29,13.33
2021-01-30,13.33
2021-01-31,13.33
2021-02-01,13.33
2021-02-02,13.33
2021-02-03,13.33
2021-02-04,13.33
2021-02-05,13.33
2021-02-06,13.33
2021-02-07,13.33
2021-02-08,13.33
2021-02-09,13.33
2021-02-10,13.33
2021-02-11,13.33
2021-02-12,13.33
2021-02-13,13.33
2021-02-14,13.33
2021-02-15,13.33
2021-02-16,13.33
2021-02-17,13.33
2021-02-18,13.33
2021-02-19,13.33
2021-02-20,13.33
2021-02-21,13.33
2021-02-22,13.33
2021-02-23,13.33
2021-02-24,13.33
2021-02-25,13.33
2021-02-26,13.33
2021-02-27,13.33
2021-02-28,13.33
2021-03-01,13.33
2021-03-02,13.33
2021-03-03,13.33
2021-03-04,13.33
2021-03-05,13.33
2021-03-06,13.33
2021-03-07,13.33
2021-03-08,13.33
2021-03-09,13.33
2021-03-10,13.33
2021-03-11,13.33
2021-03-12,13.33
2021-03-13,13.33
2021-03-14,13.33
2021-03-15,13.33
2021-03-16,13.33
2021-03-17,13.33
2021-03-18,13.33
2021-03-19,13.33
2021-03-20,13.33
2021-03-21,13.33
2021-03-22,13.33
2021-03-23,13.33
2021-03-24,13.33
2021-03-25,13.33
2021-03-26,13.33
2021-03-27,13.33
2021-03-28,13.33
2021-03-29,13.33
2021-03-30,13.33
2021-03-31,13.33
2021-04-01,13.33
2021-04-02,13.33
2021-04-03,13.33
2021-04-04,13.33
2021-04-05,13.33
2021-04-06,13.33
2021-04-07,13.33
2021-04-08,13.33
2021-04-09,13.33
2021-04-10,13.33
2021-04-11,13.33
2021-04-12,13.33
2021-04-13,13.33
2021-04-14,13.33
2021-04-15,13.33
2021-04-16,13.33
2021-04-17,13.33
2021-04-18,13.33
2021-04-19,13.33
2021-04-20,13.33
2021-04-21,13.33
2021-04-22,13.33
2021-04-23,13.33
2021-04-24,13.33
2021-04-25,13.33
2021-04-26,13.33
2021-04-27,13.33
2021-04-28,13.59
2021-04-29,13.59
2021-04-30,13.59
2021-05-01,13.59
2021-05-02,13.59
2021-05-03,13.59
2021-05-04,13.59
2021-05-05,13.59
2021-05-06,13.59
2021-05-07,13.59
2021-05-08,13.59
2021-05-09,13.59
2021-05-10,13.59
2021-05-11,13.59
2021-05-12,13.375
2021-05-13,13.59
2021-05-14,13.59
2021-05-15,13.59
2021-05-16,13.59
2021-05-17,13.59
2021-05-18,13.59
2021-05-19,13.59
2021-05-20,13.59
2021-05-21,13.59
2021-05-22,13.59
2021-05-23,13.59
2021-05-24,13.59
2021-05-25,13.59
2021-05-26,13.59
2021-05-27,13.59
2021-05-28,13.59
2021-05-29,13.59
2021-05-30,13.59
2021-05-31,13.59
2021-06-01,13.59
2021-06-02,13.59
2021-06-03,13.59
2021-06-04,13.59
2021-06-05,13.59
2021-06-06,13.59
2021-06-07,13.59
2021-06-08,13.59
2021-06-09,13.59
2021-06-10,13.59
2021-06-11,13.59
2021-06-12,13.59
2021-06-13,13.59
2021-06-14,13.59
2021-06-15,13.59
2021-06-16,13.59
2021-06-17,13.59
2021-06-18,13.59
2021-06-19,13.59
2021-06-20,13.59
2021-06-21,13.59
2021-06-22,13.59
2021-06-23,13.59
2021-06-24,13.59
2021-06-25,13.59
2021-06-26,13.59
2021-06-27,13.59
2021-06-28,13.59
2021-06-29,13.59
2021-06-30,13.59
2021-07-01,13.59
2021-07-02,13.59
2021-07-03,13.59
2021-07-04,13.59
2021-07-05,13.59
2021-07-06,13.59
2021-07-07,13.59
2021-07-08,13.59
2021-07-09,13.59
2021-07-10,13.59
2021-07-11,13.59
2021-07-12,13.59
2021-07-13,13.59
2021-07-14,13.59
2021-07-15,13.59
2021-07-16,13.59
2021-07-17,13.59
2021-07-18,13.59
2021-07-19,13.59
2021-07-20,13.59
2021-07-21,13.59
2021-07-22,13.59
2021-07-23,13.59
2021-07-24,13.59
2021-07-25,13.59
2021-07-26,13.59
2021-07-27,13.59
2021-07-28,14.055
2021-07-29,14.055
2021-07-30,14.055
2021-07-31,14.055
2021-08-01,14.055
2021-08-02,14.055
2021-08-03,14.055
2021-08-04,14.055
2021-08-05,14.055
2021-08-06,14.055
2021-08-07,14.055
2021-08-08,14.055
2021-08-09,14.055
2021-08-10,14.055
2021-08-11,14.055
2021-08-12,14.055
2021-08-13,14.055
2021-08-14,14.055
2021-08-15,14.055
2021-08-16,14.055
2021-08-17,14.055
2021-08-18,14.055
2021-08-19,14.055
2021-08-20,14.055
2021-08-21,14.055
2021-08-22,14.055
2021-08-23,14.055
2021-08-24,14.055
2021-08-25,14.055
2021-08-26,14.055
2021-08-27,14.055
2021-08-28,14.055
2021-08-29,14.055
2021-08-30,14.055
2021-08-31,14.055
2021-09-01,14.055
2021-09-02,14.055
2021-09-03,14.055
2021-09-04,14.055
2021-09-05,14.055
2021-09-06,14.055
2021-09-07,14.055
2021-09-08,14.055
2021-09-09,14.055
2021-09-10,14.055
2021-09-11,14.055
2021-09-12,14.055
2021-09-13,14.055
2021-09-14,14.055
2021-09-15,14.055
2021-09-16,14.055
2021-09-17,14.055
2021-09-18,14.055
2021-09-19,14.055
2021-09-20,14.055
2021-09-21,14.055
2021-09-22,14.055
2021-09-23,14.055
2021-09-24,14.055
2021-09-25,14.055
2021-09-26,14.055
2021-09-27,14.055
2021-09-28,14.055
2021-09-29,14.055
2021-09-30,14.055
2021-10-01,14.055
2021-10-02,14.055
2021-10-03,14.055
2021-10-04,14.055
2021-10-05,14.055
2021-10-06,14.055
2021-10-07,14.055
2021-10-08,14.055
2021-10-09,14.055
2021-10-10,14.055
2021-10-11,14.055
2021-10-12,14.055
2021-10-13,14.055
2021-10-14,14.055
2021-10-15,14.055
2021-10-16,14.055
2021-10-17,14.055
2021-10-18,14.055
2021-10-19,14.055
2021-10-20,14.055
2021-10-21,14.055
2021-10-22,14.055
2021-10-23,14.055
