,MSFT US Equity
2021-10-24,14.055
2021-10-25,14.217
2021-10-26,14.18
2021-10-27,14.32
2021-10-28,14.32
2021-10-29,14.32
2021-10-30,14.32
2021-10-31,14.32
2021-11-01,14.32
2021-11-02,14.32
2021-11-03,14.32
2021-11-04,14.32
2021-11-05,14.32
2021-11-06,14.32
2021-11-07,14.32
2021-11-08,14.32
2021-11-09,14.32
2021-11-10,14.32
2021-11-11,14.32
2021-11-12,14.32
2021-11-13,14.32
2021-11-14,14.32
2021-11-15,14.32
2021-11-16,14.32
2021-11-17,14.32
2021-11-18,14.32
2021-11-19,14.32
2021-11-20,14.32
2021-11-21,14.32
2021-11-22,14.69
2021-11-23,14.69
2021-11-24,14.69
2021-11-25,14.69
2021-11-26,14.69
2021-11-27,14.69
2021-11-28,14.69
2021-11-29,14.69
2021-11-30,14.69
2021-12-01,14.69
2021-12-02,14.69
2021-12-03,14.69
2021-12-04,14.69
2021-12-05,14.69
2021-12-06,14.69
2021-12-07,14.69
2021-12-08,14.69
2021-12-09,14.69
2021-12-10,14.69
2021-12-11,14.69
2021-12-12,14.69
2021-12-13,14.69
2021-12-14,14.69
2021-12-15,14.69
2021-12-16,14.69
2021-12-17,14.69
2021-12-18,14.69
2021-12-19,14.69
2021-12-20,14.69
2021-12-21,14.69
2021-12-22,14.69
2021-12-23,14.69
2021-12-24,14.69
2021-12-25,14.69
2021-12-26,14.69
2021-12-27,14.69
2021-12-28,14.69
2021-12-29,14.69
2021-12-30,14.69
2021-12-31,14.69
2022-01-01,14.69
2022-01-02,14.69
2022-01-03,14.69
2022-01-04,14.69
2022-01-05,14.69
2022-01-06,14.69
2022-01-07,14.69
2022-01-08,14.69
2022-01-09,14.69
2022-01-10,14.69
2022-01-11,14.69
2022-01-12,14.69
2022-01-13,14.69
2022-01-14,14.69
2022-01-15,14.69
2022-01-16,14.69
2022-01-17,14.69
2022-01-18,14.69
2022-01-19,14.69
2022-01-20,14.69
2022-01-21,14.69
2022-01-22,14.69
2022-01-23,14.69
2022-01-24,14.69
2022-01-25,14.524
2022-01-26,15.032
2022-01-27,15.032
2022-01-28,15.032
2022-01-29,15.032
2022-01-30,15.032
2022-01-31,15.032
2022-02-01,15.032
2022-02-02,15.032
2022-02-03,15.032
2022-02-04,15.032
2022-02-05,15.032
2022-02-06,15.032
2022-02-07,15.032
2022-02-08,15.032
2022-02-09,15.032
2022-02-10,15.032
2022-02-11,15.032
2022-02-12,15.032
2022-02-13,15.032
2022-02-14,15.032
2022-02-15,15.032
2022-02-16,15.032
2022-02-17,15.032
2022-02-18,15.032
2022-02-19,15.032
2022-02-20,15.032
2022-02-21,15.032
2022-02-22,15.032
2022-02-23,15.032
2022-02-24,15.032
2022-02-25,15.032
2022-02-26,15.032
2022-02-27,15.032
2022-02-28,15.032
2022-03-01,15.032
2022-03-02,15.032
2022-03-03,15.032
2022-03-04,15.032
2022-03-05,15.032
2022-03-06,15.032
2022-03-07,15.032
2022-03-08,15.032
2022-03-09,15.032
2022-03-10,15.032
2022-03-11,15.032
2022-03-12,15.032
2022-03-13,15.032
2022-03-14,15.032
2022-03-15,15.032
2022-03-16,15.032
2022-03-17,15.032
2022-03-18,15.032
2022-03-19,15.032
2022-03-20,15.032
2022-03-21,15.032
2022-03-22,15.032
2022-03-23,15.032
2022-03-24,15.032
2022-03-25,15.032
2022-03-26,15.032
2022-03-27,15.032
2022-03-28,15.032
2022-03-29,15.032
2022-03-30,15.032
2022-03-31,15.032
2022-04-01,15.032
2022-04-02,15.032
2022-04-03,15.032
2022-04-04,15.032
2022-04-05,15.032
2022-04-06,15.032
2022-04-07,15.032
2022-04-08,15.032
2022-04-09,15.032
2022-04-10,15.032
2022-04-11,15.032
2022-04-12,15.032
2022-04-13,15.032
2022-04-14,15.032
2022-04-15,15.032
2022-04-16,15.032
2022-04-17,15.032
2022-04-18,15.032
2022-04-19,15.032
2022-04-20,15.032
2022-04-21,15.032
2022-04-22,14.878
2022-04-23,14.878
2022-04-24,14.878
2022-04-25,14.878
2022-04-26,14.902
2022-04-27,14.658
2022-04-28,14.658
2022-04-29,14.658
2022-04-30,14.658
2022-05-01,14.658
2022-05-02,14.658
2022-05-03,14.658
2022-05-04,14.658
2022-05-05,14.658
2022-05-06,14.658
2022-05-07,14.658
2022-05-08,14.658
2022-05-09,14.658
2022-05-10,14.658
2022-05-11,14.658
2022-05-12,14.658
2022-05-13,14.658
2022-05-14,14.658
2022-05-15,14.658
2022-05-16,14.658
2022-05-17,14.658
2022-05-18,14.658
2022-05-19,14.658
2022-05-20,14.658
2022-05-21,14.658
2022-05-22,14.658
2022-05-23,14.658
2022-05-24,14.658
2022-05-25,14.658
2022-05-26,14.658
2022-05-27,14.658
2022-05-28,14.658
2022-05-29,14.658
2022-05-30,14.658
2022-05-31,14.658
2022-06-01,14.658
2022-06-02,14.628
2022-06-03,14.622
2022-06-04,14.622
2022-06-05,14.622
2022-06-06,14.622
2022-06-07,14.622
2022-06-08,14.622
2022-06-09,14.622
2022-06-10,14.612
2022-06-11,14.612
2022-06-12,14.612
2022-06-13,14.612
2022-06-14,14.612
2022-06-15,14.612
2022-06-16,14.612
2022-06-17,14.612
2022-06-18,14.612
2022-06-19,14.612
2022-06-20,14.612
2022-06-21,14.612
2022-06-22,14.612
2022-06-23,14.612
2022-06-24,14.612
2022-06-25,14.612
2022-06-26,14.612
2022-06-27,14.612
2022-06-28,14.596
2022-06-29,14.527
2022-06-30,14.596
2022-07-01,14.596
2022-07-02,14.596
2022-07-03,14.596
2022-07-04,14.596
2022-07-05,14.596
2022-07-06,14.596
2022-07-07,14.596
2022-07-08,14.596
2022-07-09,14.596
2022-07-10,14.596
2022-07-11,14.595
2022-07-12,14.595
2022-07-13,14.595
2022-07-14,14.595
2022-07-15,14.595
2022-07-16,14.595
2022-07-17,14.595
2022-07-18,14.595
2022-07-19,14.69
2022-07-20,14.69
2022-07-21,14.69
2022-07-22,14.69
2022-07-23,14.69
2022-07-24,14.69
2022-07-25,14.684
2022-07-26,14.477
2022-07-27,14.154
2022-07-28,14.178
2022-07-29,14.211
2022-07-30,14.211
2022-07-31,14.211
2022-08-01,14.211
2022-08-02,14.211
2022-08-03,14.211
2022-08-04,14.218
2022-08-05,14.218
2022-08-06,14.218
2022-08-07,14.218
2022-08-08,14.218
2022-08-09,14.218
2022-08-10,14.218
2022-08-11,14.179
2022-08-12,14.181
2022-08-13,14.181
2022-08-14,14.191
2022-08-15,14.191
2022-08-16,14.191
2022-08-17,14.191
2022-08-18,14.191
2022-08-19,14.19
2022-08-20,14.19
2022-08-21,14.19
2022-08-22,14.19
2022-08-23,14.19
2022-08-24,14.19
2022-08-25,14.19
2022-08-26,14.19
2022-08-27,14.19
2022-08-28,14.19
2022-08-29,14.19
2022-08-30,14.19
2022-08-31,14.19
2022-09-01,14.19
2022-09-02,14.19
2022-09-03,14.19
2022-09-04,14.19
2022-09-05,14.19
2022-09-06,14.19
2022-09-07,14.19
2022-09-08,14.19
2022-09-09,14.19
2022-09-10,14.19
2022-09-11,14.19
2022-09-12,14.19
2022-09-13,14.19
2022-09-14,14.19
2022-09-15,14.184
2022-09-16,14.184
2022-09-17,14.184
2022-09-18,14.184
2022-09-19,14.184
2022-09-20,14.184
2022-09-21,14.184
2022-09-22,14.165
2022-09-23,14.165
2022-09-24,14.165
2022-09-25,14.165
2022-09-26,14.136
2022-09-27,14.136
2022-09-28,14.136
2022-09-29,14.136
2022-09-30,14.136
2022-10-01,14.136
2022-10-02,14.136
2022-10-03,14.042
2022-10-04,14.042
2022-10-05,14.042
2022-10-06,14.042
2022-10-07,14.042
2022-10-08,14.042
2022-10-09,14.042
2022-10-10,14.042
2022-10-11,13.971
2022-10-12,13.971
2022-10-13,13.971
2022-10-14,13.925
2022-10-15,13.925
2022-10-16,13.925
2022-10-17,13.925
2022-10-18,13.908
2022-10-19,13.874
2022-10-20,13.867
2022-10-21,13.8
2022-10-22,13.8
2022-10-23,13.8
2022-10-24,13.8
2022-10-25,13.804
2022-10-26,13.432
2022-10-27,13.358
2022-10-28,13.305
2022-10-29,13.305
2022-10-30,13.305
2022-10-31,13.305
2022-11-01,13.305
2022-11-02,13.277
2022-11-03,13.277
2022-11-04,13.264
2022-11-05,13.264
2022-11-06,13.264
2022-11-07,13.274
2022-11-08,13.274
2022-11-09,13.274
2022-11-10,13.274
2022-11-11,13.274
2022-11-12,13.274
2022-11-13,13.274
2022-11-14,13.269
2022-11-15,13.269
2022-11-16,13.269
2022-11-17,13.269
2022-11-18,13.269
2022-11-19,13.269
2022-11-20,13.269
2022-11-21,13.268
2022-11-22,13.268
2022-11-23,13.268
2022-11-24,13.243
2022-11-25,13.243
2022-11-26,13.243
2022-11-27,13.243
2022-11-28,13.243
2022-11-29,13.243
2022-11-30,13.243
2022-12-01,13.243
2022-12-02,13.243
2022-12-03,13.243
2022-12-04,13.243
2022-12-05,13.243
2022-12-06,13.243
2022-12-07,13.243
2022-12-08,13.243
2022-12-09,13.243
2022-12-10,13.243
2022-12-11,13.243
2022-12-12,13.243
2022-12-13,13.243
2022-12-14,13.243
2022-12-15,13.243
2022-12-16,13.24
2022-12-17,13.24
2022-12-18,13.24
2022-12-19,13.24
2022-12-20,13.24
2022-12-21,13.24
2022-12-22,13.24
2022-12-23,13.24
2022-12-24,13.24
2022-12-25,13.24
2022-12-26,13.24
2022-12-27,13.24
2022-12-28,13.24
2022-12-29,13.24
2022-12-30,13.191
2022-12-31,13.191
2023-01-01,13.191
2023-01-02,13.191
2023-01-03,13.191
2023-01-04,13.197
2023-01-05,13.197
2023-01-06,13.197
2023-01-07,13.197
2023-01-08,13.197
2023-01-09,13.197
2023-01-10,13.181
2023-01-11,13.181
2023-01-12,13.181
2023-01-13,13.173
2023-01-14,13.173
2023-01-15,13.173
2023-01-16,13.173
2023-01-17,13.107
2023-01-18,13.071
2023-01-19,13.057
2023-01-20,13.057
2023-01-21,13.057
2023-01-22,13.051
2023-01-23,13.049
2023-01-24,12.883
2023-01-25,12.664
2023-01-26,12.619
2023-01-27,12.619
2023-01-28,12.619
2023-01-29,12.619
2023-01-30,12.603
2023-01-31,12.603
2023-02-01,12.598
2023-02-02,12.598
2023-02-03,12.594
2023-02-04,12.594
2023-02-05,12.594
2023-02-06,12.561
2023-02-07,12.54
2023-02-08,12.417
2023-02-09,12.417
2023-02-10,12.429
2023-02-11,12.429
2023-02-12,12.429
2023-02-13,12.431
2023-02-14,12.431
2023-02-15,12.431
2023-02-16,12.431
2023-02-17,12.431
2023-02-18,12.431
2023-02-19,12.431
2023-02-20,12.431
2023-02-21,12.431
2023-02-22,12.431
2023-02-23,12.431
2023-02-24,12.431
2023-02-25,12.431
2023-02-26,12.431
2023-02-27,12.431
2023-02-28,12.431
2023-03-01,12.431
2023-03-02,12.431
2023-03-03,12.434
2023-03-04,12.434
2023-03-05,12.434
2023-03-06,12.434
2023-03-07,12.434
2023-03-08,12.434
2023-03-09,12.434
2023-03-10,12.434
2023-03-11,12.434
2023-03-12,12.434
2023-03-13,12.434
2023-03-14,12.434
2023-03-15,12.434
2023-03-16,12.434
2023-03-17,12.441
2023-03-18,12.441
2023-03-19,12.441
2023-03-20,12.438
2023-03-21,12.438
2023-03-22,12.438
2023-03-23,12.438
2023-03-24,12.438
2023-03-25,12.438
2023-03-26,12.441
2023-03-27,12.426
2023-03-28,12.426
2023-03-29,12.426
2023-03-30,12.426
2023-03-31,12.426
2023-04-01,12.426
2023-04-02,12.426
2023-04-03,12.426
2023-04-04,12.431
2023-04-05,12.431
2023-04-06,12.431
2023-04-07,12.431
2023-04-08,12.431
2023-04-09,12.431
2023-04-10,12.431
2023-04-11,12.425
2023-04-12,12.425
2023-04-13,12.425
2023-04-14,12.43
2023-04-15,12.43
2023-04-16,12.433
2023-04-17,12.43
2023-04-18,12.436
2023-04-19,12.414
2023-04-20,12.414
2023-04-21,12.407
2023-04-22,12.407
2023-04-23,12.407
2023-04-24,12.407
2023-04-25,12.498
2023-04-26,12.608
2023-04-27,12.608
2023-04-28,12.608
2023-04-29,12.608
2023-04-30,12.616
2023-05-01,12.617
2023-05-02,12.613
2023-05-03,12.613
2023-05-04,12.613
2023-05-05,12.613
2023-05-06,12.613
2023-05-07,12.613
2023-05-08,12.613
2023-05-09,12.599
2023-05-10,12.609
2023-05-11,12.609
2023-05-12,12.609
2023-05-13,12.609
2023-05-14,12.609
2023-05-15,12.609
2023-05-16,12.609
2023-05-17,12.609
2023-05-18,12.608
2023-05-19,12.608
2023-05-20,12.608
2023-05-21,12.608
2023-05-22,12.579
2023-05-23,12.579
2023-05-24,12.587
2023-05-25,12.584
2023-05-26,12.584
2023-05-27,12.584
2023-05-28,12.584
2023-05-29,12.584
2023-05-30,12.619
2023-05-31,12.607
2023-06-01,12.607
2023-06-02,12.613
2023-06-03,12.613
2023-06-04,12.614
2023-06-05,12.614
2023-06-06,12.614
2023-06-07,12.614
2023-06-08,12.614
2023-06-09,12.614
2023-06-10,12.614
2023-06-11,12.614
2023-06-12,12.614
2023-06-13,12.614
2023-06-14,12.614
2023-06-15,12.614
2023-06-16,12.614
2023-06-17,12.614
2023-06-18,12.614
2023-06-19,12.614
2023-06-20,12.614
2023-06-21,12.616
2023-06-22,12.643
2023-06-23,12.643
2023-06-24,12.643
2023-06-25,12.643
2023-06-26,12.643
2023-06-27,12.643
2023-06-28,12.643
2023-06-29,12.643
2023-06-30,12.643
2023-07-01,12.643
2023-07-02,12.643
2023-07-03,12.643
2023-07-04,12.643
2023-07-05,12.643
2023-07-06,12.65
2023-07-07,12.65
2023-07-08,12.65
2023-07-09,12.65
2023-07-10,12.65
2023-07-11,12.65
2023-07-12,12.604
2023-07-13,12.6
2023-07-14,12.602
2023-07-15,12.602
2023-07-16,12.613
2023-07-17,12.613
2023-07-18,12.636
2023-07-19,12.686
2023-07-20,12.694
2023-07-21,12.69
2023-07-22,12.69
2023-07-23,12.69
2023-07-24,12.689
2023-07-25,12.711
2023-07-26,12.645
2023-07-27,12.626
2023-07-28,12.66
2023-07-29,12.65
2023-07-30,12.65
2023-07-31,12.624
2023-08-01,12.618
2023-08-02,12.618
2023-08-03,12.618
2023-08-04,12.614
2023-08-05,12.614
2023-08-06,12.614
2023-08-07,12.614
2023-08-08,12.632
2023-08-09,12.632
2023-08-10,12.632
2023-08-11,12.621
2023-08-12,12.621
2023-08-13,12.621
2023-08-14,12.616
2023-08-15,12.616
2023-08-16,12.616
2023-08-17,12.613
2023-08-18,12.613
2023-08-19,12.613
2023-08-20,12.613
2023-08-21,12.613
2023-08-22,12.613
2023-08-23,12.613
2023-08-24,12.613
2023-08-25,12.613
2023-08-26,12.613
2023-08-27,12.613
2023-08-28,12.613
2023-08-29,12.613
2023-08-30,12.612
2023-08-31,12.612
2023-09-01,12.618
2023-09-02,12.618
2023-09-03,12.618
2023-09-04,12.618
2023-09-05,12.618
2023-09-06,12.618
2023-09-07,12.618
2023-09-08,12.618
2023-09-09,12.618
2023-09-10,12.618
2023-09-11,12.618
2023-09-12,12.618
2023-09-13,12.618
2023-09-14,12.568
2023-09-15,12.568
2023-09-16,12.568
2023-09-17,12.568
2023-09-18,12.568
2023-09-19,12.572
2023-09-20,12.572
2023-09-21,12.572
2023-09-22,12.572
2023-09-23,12.572
2023-09-24,12.572
2023-09-25,12.584
2023-09-26,12.584
2023-09-27,12.584
2023-09-28,12.584
2023-09-29,12.584
2023-09-30,12.584
2023-10-01,12.584
2023-10-02,12.584
2023-10-03,12.584
2023-10-04,12.584
2023-10-05,12.584
2023-10-06,12.584
2023-10-07,12.584
2023-10-08,12.584
2023-10-09,12.584
2023-10-10,12.584
2023-10-11,12.612
2023-10-12,12.61
2023-10-13,12.61
2023-10-14,12.61
2023-10-15,12.618
2023-10-16,12.62
2023-10-17,12.619
2023-10-18,12.619
2023-10-19,12.629
2023-10-20,12.617
2023-10-21,12.617
2023-10-22,12.624
2023-10-23,12.632
2023-10-24,12.676
2023-10-25,12.799
2023-10-26,12.843
2023-10-27,12.859
2023-10-28,12.873
2023-10-29,12.873
2023-10-30,12.879
2023-10-31,12.9
2023-11-01,12.9
2023-11-02,12.978
2023-11-03,12.976
2023-11-04,12.976
2023-11-05,12.976
2023-11-06,12.963
2023-11-07,12.963
2023-11-08,12.963
2023-11-09,12.963
2023-11-10,12.963
2023-11-11,12.963
2023-11-12,12.963
2023-11-13,12.966
2023-11-14,12.992
2023-11-15,12.992
2023-11-16,12.963
2023-11-17,12.963
2023-11-18,12.963
2023-11-19,12.963
2023-11-20,12.961
2023-11-21,12.982
2023-11-22,12.982
2023-11-23,12.982
2023-11-24,12.982
2023-11-25,12.982
2023-11-26,12.982
2023-11-27,12.982
2023-11-28,12.982
2023-11-29,12.982
2023-11-30,12.982
2023-12-01,12.981
2023-12-02,12.981
2023-12-03,12.981
2023-12-04,12.989
2023-12-05,12.992
2023-12-06,12.992
2023-12-07,12.992
2023-12-08,12.992
2023-12-09,12.992
2023-12-10,12.992
2023-12-11,12.992
2023-12-12,12.992
2023-12-13,12.984
2023-12-14,12.984
2023-12-15,12.983
2023-12-16,12.983
2023-12-17,12.983
2023-12-18,12.983
2023-12-19,12.983
2023-12-20,12.983
2023-12-21,12.979
2023-12-22,12.979
2023-12-23,12.979
2023-12-24,12.979
2023-12-25,12.979
2023-12-26,12.979
2023-12-27,12.979
2023-12-28,12.979
2023-12-29,12.979
2023-12-30,12.979
2023-12-31,12.979
2024-01-01,12.979
2024-01-02,12.979
2024-01-03,12.979
2024-01-04,12.979
2024-01-05,12.979
2024-01-06,12.979
2024-01-07,12.979
2024-01-08,12.969
2024-01-09,12.969
2024-01-10,12.969
2024-01-11,12.971
2024-01-12,12.971
2024-01-13,12.971
2024-01-14,12.971
2024-01-15,12.972
2024-01-16,12.985
2024-01-17,12.989
2024-01-18,13.009
2024-01-19,13.009
2024-01-20,13.009
2024-01-21,13.039
2024-01-22,13.04
2024-01-23,13.04
2024-01-24,13.047
2024-01-25,13.046
2024-01-26,13.034
2024-01-27,13.034
2024-01-28,13.051
2024-01-29,13.051
2024-01-30,13.143
2024-01-31,13.29
2024-02-01,13.297
2024-02-02,13.312
2024-02-03,13.312
2024-02-04,13.312
2024-02-05,13.312
2024-02-06,13.317
2024-02-07,13.317
2024-02-08,13.319
2024-02-09,13.319
2024-02-10,13.319
2024-02-11,13.319
2024-02-12,13.319
2024-02-13,13.334
2024-02-14,13.334
2024-02-15,13.334
2024-02-16,13.334
2024-02-17,13.334
2024-02-18,13.334
2024-02-19,13.334
2024-02-20,13.336
2024-02-21,13.336
2024-02-22,13.336
2024-02-23,13.336
2024-02-24,13.336
2024-02-25,13.336
2024-02-26,13.336
2024-02-27,13.336
2024-02-28,13.337
2024-02-29,13.357
2024-03-01,13.357
2024-03-02,13.357
2024-03-03,13.357
2024-03-04,13.357
2024-03-05,13.337
2024-03-06,13.337
2024-03-07,13.355
2024-03-08,13.355
2024-03-09,13.355
2024-03-10,13.355
2024-03-11,13.355
2024-03-12,13.355
2024-03-13,13.356
2024-03-14,13.356
2024-03-15,13.356
2024-03-16,13.356
2024-03-17,13.356
2024-03-18,13.38
2024-03-19,13.38
2024-03-20,13.382
2024-03-21,13.393
2024-03-22,13.393
2024-03-23,13.393
2024-03-24,13.393
2024-03-25,13.369
2024-03-26,13.369
2024-03-27,13.369
2024-03-28,13.369
2024-03-29,13.369
2024-03-30,13.369
2024-03-31,13.369
2024-04-01,13.37
2024-04-02,13.37
2024-04-03,13.37
2024-04-04,13.363
2024-04-05,13.363
2024-04-06,13.363
2024-04-07,13.363
2024-04-08,13.363
2024-04-09,13.363
2024-04-10,13.363
2024-04-11,13.363
2024-04-12,13.363
2024-04-13,13.363
2024-04-14,13.363
2024-04-15,13.362
2024-04-16,13.362
2024-04-17,13.364
2024-04-18,13.362
2024-04-19,13.362
2024-04-20,13.362
2024-04-21,13.352
2024-04-22,13.351
2024-04-23,13.351
2024-04-24,13.373
2024-04-25,13.379
2024-04-26,13.363
2024-04-27,13.369
2024-04-28,13.369
2024-04-29,13.372
2024-04-30,13.372
2024-05-01,13.369
