,LAUR US Equity
,RETURN_COM_EQY
2020-01-01,38.4602
2020-01-02,38.4602
2020-01-03,38.4602
2020-01-04,38.4602
2020-01-05,38.4602
2020-01-06,38.4602
2020-01-07,38.4602
2020-01-08,38.4602
2020-01-09,38.4602
2020-01-10,38.4602
2020-01-11,38.4602
2020-01-12,38.4602
2020-01-13,38.4602
2020-01-14,38.4602
2020-01-15,38.4602
2020-01-16,38.4602
2020-01-17,38.4602
2020-01-18,38.4602
2020-01-19,38.4602
2020-01-20,38.4602
2020-01-21,38.4602
2020-01-22,38.4602
2020-01-23,38.4602
2020-01-24,38.4602
2020-01-25,38.4602
2020-01-26,38.4602
2020-01-27,38.4602
2020-01-28,38.4602
2020-01-29,38.4602
2020-01-30,38.4602
2020-01-31,38.4602
2020-02-01,38.4602
2020-02-02,38.4602
2020-02-03,38.4602
2020-02-04,38.4602
2020-02-05,38.4602
2020-02-06,38.4602
2020-02-07,38.4602
2020-02-08,38.4602
2020-02-09,38.4602
2020-02-10,38.4602
2020-02-11,38.4602
2020-02-12,38.4602
2020-02-13,38.4602
2020-02-14,38.4602
2020-02-15,38.4602
2020-02-16,38.4602
2020-02-17,38.4602
2020-02-18,38.4602
2020-02-19,38.4602
2020-02-20,38.4602
2020-02-21,38.4602
2020-02-22,38.4602
2020-02-23,38.4602
2020-02-24,38.4602
2020-02-25,38.4602
2020-02-26,38.4602
2020-02-27,38.4602
2020-02-28,38.4602
2020-02-29,38.4602
2020-03-01,38.4602
2020-03-02,38.4602
2020-03-03,38.4602
2020-03-04,38.4602
2020-03-05,38.4602
2020-03-06,38.4602
2020-03-07,38.4602
2020-03-08,38.4602
2020-03-09,38.4602
2020-03-10,38.4602
2020-03-11,38.4602
2020-03-12,38.4602
2020-03-13,38.4602
2020-03-14,38.4602
2020-03-15,38.4602
2020-03-16,38.4602
2020-03-17,38.4602
2020-03-18,38.4602
2020-03-19,38.4602
2020-03-20,38.4602
2020-03-21,38.4602
2020-03-22,38.4602
2020-03-23,38.4602
2020-03-24,38.4602
2020-03-25,38.4602
2020-03-26,38.4602
2020-03-27,38.4602
2020-03-28,38.4602
2020-03-29,38.4602
2020-03-30,38.4602
2020-03-31,34.4286
2020-04-01,34.4286
2020-04-02,34.4286
2020-04-03,34.4286
2020-04-04,34.4286
2020-04-05,34.4286
2020-04-06,34.4286
2020-04-07,34.4286
2020-04-08,34.4286
2020-04-09,34.4286
2020-04-10,34.4286
2020-04-11,34.4286
2020-04-12,34.4286
2020-04-13,34.4286
2020-04-14,34.4286
2020-04-15,34.4286
2020-04-16,34.4286
2020-04-17,34.4286
2020-04-18,34.4286
2020-04-19,34.4286
2020-04-20,34.4286
2020-04-21,34.4286
2020-04-22,34.4286
2020-04-23,34.4286
2020-04-24,34.4286
2020-04-25,34.4286
2020-04-26,34.4286
2020-04-27,34.4286
2020-04-28,34.4286
2020-04-29,34.4286
2020-04-30,34.4286
2020-05-01,34.4286
2020-05-02,34.4286
2020-05-03,34.4286
2020-05-04,34.4286
2020-05-05,34.4286
2020-05-06,34.4286
2020-05-07,34.4286
2020-05-08,34.4286
2020-05-09,34.4286
2020-05-10,34.4286
2020-05-11,34.4286
2020-05-12,34.4286
2020-05-13,34.4286
2020-05-14,34.4286
2020-05-15,34.4286
2020-05-16,34.4286
2020-05-17,34.4286
2020-05-18,34.4286
2020-05-19,34.4286
2020-05-20,34.4286
2020-05-21,34.4286
2020-05-22,34.4286
2020-05-23,34.4286
2020-05-24,34.4286
2020-05-25,34.4286
2020-05-26,34.4286
2020-05-27,34.4286
2020-05-28,34.4286
2020-05-29,34.4286
2020-05-30,34.4286
2020-05-31,34.4286
2020-06-01,34.4286
2020-06-02,34.4286
2020-06-03,34.4286
2020-06-04,34.4286
2020-06-05,34.4286
2020-06-06,34.4286
2020-06-07,34.4286
2020-06-08,34.4286
2020-06-09,34.4286
2020-06-10,34.4286
2020-06-11,34.4286
2020-06-12,34.4286
2020-06-13,34.4286
2020-06-14,34.4286
2020-06-15,34.4286
2020-06-16,34.4286
2020-06-17,34.4286
2020-06-18,34.4286
2020-06-19,34.4286
2020-06-20,34.4286
2020-06-21,34.4286
2020-06-22,34.4286
2020-06-23,34.4286
2020-06-24,34.4286
2020-06-25,34.4286
2020-06-26,34.4286
2020-06-27,34.4286
2020-06-28,34.4286
2020-06-29,34.4286
2020-06-30,-8.9696
2020-07-01,-8.9696
2020-07-02,-8.9696
2020-07-03,-8.9696
2020-07-04,-8.9696
2020-07-05,-8.9696
2020-07-06,-8.9696
2020-07-07,-8.9696
2020-07-08,-8.9696
2020-07-09,-8.9696
2020-07-10,-8.9696
2020-07-11,-8.9696
2020-07-12,-8.9696
2020-07-13,-8.9696
2020-07-14,-8.9696
2020-07-15,-8.9696
2020-07-16,-8.9696
2020-07-17,-8.9696
2020-07-18,-8.9696
2020-07-19,-8.9696
2020-07-20,-8.9696
2020-07-21,-8.9696
2020-07-22,-8.9696
2020-07-23,-8.9696
2020-07-24,-8.9696
2020-07-25,-8.9696
2020-07-26,-8.9696
2020-07-27,-8.9696
2020-07-28,-8.9696
2020-07-29,-8.9696
2020-07-30,-8.9696
2020-07-31,-8.9696
2020-08-01,-8.9696
2020-08-02,-8.9696
2020-08-03,-8.9696
2020-08-04,-8.9696
2020-08-05,-8.9696
2020-08-06,-8.9696
2020-08-07,-8.9696
2020-08-08,-8.9696
2020-08-09,-8.9696
2020-08-10,-8.9696
2020-08-11,-8.9696
2020-08-12,-8.9696
2020-08-13,-8.9696
2020-08-14,-8.9696
2020-08-15,-8.9696
2020-08-16,-8.9696
2020-08-17,-8.9696
2020-08-18,-8.9696
2020-08-19,-8.9696
2020-08-20,-8.9696
2020-08-21,-8.9696
2020-08-22,-8.9696
2020-08-23,-8.9696
2020-08-24,-8.9696
2020-08-25,-8.9696
2020-08-26,-8.9696
2020-08-27,-8.9696
2020-08-28,-8.9696
2020-08-29,-8.9696
2020-08-30,-8.9696
2020-08-31,-8.9696
2020-09-01,-8.9696
2020-09-02,-8.9696
2020-09-03,-8.9696
2020-09-04,-8.9696
2020-09-05,-8.9696
2020-09-06,-8.9696
2020-09-07,-8.9696
2020-09-08,-8.9696
2020-09-09,-8.9696
2020-09-10,-8.9696
2020-09-11,-8.9696
2020-09-12,-8.9696
2020-09-13,-8.9696
2020-09-14,-8.9696
2020-09-15,-8.9696
2020-09-16,-8.9696
2020-09-17,-8.9696
2020-09-18,-8.9696
2020-09-19,-8.9696
2020-09-20,-8.9696
2020-09-21,-8.9696
2020-09-22,-8.9696
2020-09-23,-8.9696
2020-09-24,-8.9696
2020-09-25,-8.9696
2020-09-26,-8.9696
2020-09-27,-8.9696
2020-09-28,-8.9696
2020-09-29,-8.9696
2020-09-30,-39.8215
2020-10-01,-39.8215
2020-10-02,-39.8215
2020-10-03,-39.8215
2020-10-04,-39.8215
2020-10-05,-39.8215
2020-10-06,-39.8215
2020-10-07,-39.8215
2020-10-08,-39.8215
2020-10-09,-39.8215
2020-10-10,-39.8215
2020-10-11,-39.8215
2020-10-12,-39.8215
2020-10-13,-39.8215
2020-10-14,-39.8215
2020-10-15,-39.8215
2020-10-16,-39.8215
2020-10-17,-39.8215
2020-10-18,-39.8215
2020-10-19,-39.8215
2020-10-20,-39.8215
2020-10-21,-39.8215
2020-10-22,-39.8215
2020-10-23,-39.8215
2020-10-24,-39.8215
2020-10-25,-39.8215
2020-10-26,-39.8215
2020-10-27,-39.8215
2020-10-28,-39.8215
2020-10-29,-39.8215
2020-10-30,-39.8215
2020-10-31,-39.8215
2020-11-01,-39.8215
2020-11-02,-39.8215
2020-11-03,-39.8215
2020-11-04,-39.8215
2020-11-05,-39.8215
2020-11-06,-39.8215
2020-11-07,-39.8215
2020-11-08,-39.8215
2020-11-09,-39.8215
2020-11-10,-39.8215
2020-11-11,-39.8215
2020-11-12,-39.8215
2020-11-13,-39.8215
2020-11-14,-39.8215
2020-11-15,-39.8215
2020-11-16,-39.8215
2020-11-17,-39.8215
2020-11-18,-39.8215
2020-11-19,-39.8215
2020-11-20,-39.8215
2020-11-21,-39.8215
2020-11-22,-39.8215
2020-11-23,-39.8215
2020-11-24,-39.8215
2020-11-25,-39.8215
2020-11-26,-39.8215
2020-11-27,-39.8215
2020-11-28,-39.8215
2020-11-29,-39.8215
2020-11-30,-39.8215
2020-12-01,-39.8215
2020-12-02,-39.8215
2020-12-03,-39.8215
2020-12-04,-39.8215
2020-12-05,-39.8215
2020-12-06,-39.8215
2020-12-07,-39.8215
2020-12-08,-39.8215
2020-12-09,-39.8215
2020-12-10,-39.8215
2020-12-11,-39.8215
2020-12-12,-39.8215
2020-12-13,-39.8215
2020-12-14,-39.8215
2020-12-15,-39.8215
2020-12-16,-39.8215
2020-12-17,-39.8215
2020-12-18,-39.8215
2020-12-19,-39.8215
2020-12-20,-39.8215
2020-12-21,-39.8215
2020-12-22,-39.8215
2020-12-23,-39.8215
2020-12-24,-39.8215
2020-12-25,-39.8215
2020-12-26,-39.8215
2020-12-27,-39.8215
2020-12-28,-39.8215
2020-12-29,-39.8215
2020-12-30,-39.8215
2020-12-31,-24.0902
2021-01-01,-24.0902
2021-01-02,-24.0902
2021-01-03,-24.0902
2021-01-04,-24.0902
2021-01-05,-24.0902
2021-01-06,-24.0902
2021-01-07,-24.0902
2021-01-08,-24.0902
2021-01-09,-24.0902
2021-01-10,-24.0902
2021-01-11,-24.0902
2021-01-12,-24.0902
2021-01-13,-24.0902
2021-01-14,-24.0902
2021-01-15,-24.0902
2021-01-16,-24.0902
2021-01-17,-24.0902
2021-01-18,-24.0902
2021-01-19,-24.0902
2021-01-20,-24.0902
2021-01-21,-24.0902
2021-01-22,-24.0902
2021-01-23,-24.0902
2021-01-24,-24.0902
2021-01-25,-24.0902
2021-01-26,-24.0902
2021-01-27,-24.0902
2021-01-28,-24.0902
2021-01-29,-24.0902
2021-01-30,-24.0902
2021-01-31,-24.0902
2021-02-01,-24.0902
2021-02-02,-24.0902
2021-02-03,-24.0902
2021-02-04,-24.0902
2021-02-05,-24.0902
2021-02-06,-24.0902
2021-02-07,-24.0902
2021-02-08,-24.0902
2021-02-09,-24.0902
2021-02-10,-24.0902
2021-02-11,-24.0902
2021-02-12,-24.0902
2021-02-13,-24.0902
2021-02-14,-24.0902
2021-02-15,-24.0902
2021-02-16,-24.0902
2021-02-17,-24.0902
2021-02-18,-24.0902
2021-02-19,-24.0902
2021-02-20,-24.0902
2021-02-21,-24.0902
2021-02-22,-24.0902
2021-02-23,-24.0902
2021-02-24,-24.0902
2021-02-25,-24.0902
2021-02-26,-24.0902
2021-02-27,-24.0902
2021-02-28,-24.0902
2021-03-01,-24.0902
2021-03-02,-24.0902
2021-03-03,-24.0902
2021-03-04,-24.0902
2021-03-05,-24.0902
2021-03-06,-24.0902
2021-03-07,-24.0902
2021-03-08,-24.0902
2021-03-09,-24.0902
2021-03-10,-24.0902
2021-03-11,-24.0902
2021-03-12,-24.0902
2021-03-13,-24.0902
2021-03-14,-24.0902
2021-03-15,-24.0902
2021-03-16,-24.0902
2021-03-17,-24.0902
2021-03-18,-24.0902
2021-03-19,-24.0902
2021-03-20,-24.0902
2021-03-21,-24.0902
2021-03-22,-24.0902
2021-03-23,-24.0902
2021-03-24,-24.0902
2021-03-25,-24.0902
2021-03-26,-24.0902
2021-03-27,-24.0902
2021-03-28,-24.0902
2021-03-29,-24.0902
2021-03-30,-24.0902
2021-03-31,-39.1174
2021-04-01,-39.1174
2021-04-02,-39.1174
2021-04-03,-39.1174
2021-04-04,-39.1174
2021-04-05,-39.1174
2021-04-06,-39.1174
2021-04-07,-39.1174
2021-04-08,-39.1174
2021-04-09,-39.1174
2021-04-10,-39.1174
2021-04-11,-39.1174
2021-04-12,-39.1174
2021-04-13,-39.1174
2021-04-14,-39.1174
2021-04-15,-39.1174
2021-04-16,-39.1174
2021-04-17,-39.1174
2021-04-18,-39.1174
2021-04-19,-39.1174
2021-04-20,-39.1174
2021-04-21,-39.1174
2021-04-22,-39.1174
2021-04-23,-39.1174
2021-04-24,-39.1174
2021-04-25,-39.1174
2021-04-26,-39.1174
2021-04-27,-39.1174
2021-04-28,-39.1174
2021-04-29,-39.1174
2021-04-30,-39.1174
2021-05-01,-39.1174
2021-05-02,-39.1174
2021-05-03,-39.1174
2021-05-04,-39.1174
2021-05-05,-39.1174
2021-05-06,-39.1174
2021-05-07,-39.1174
2021-05-08,-39.1174
2021-05-09,-39.1174
2021-05-10,-39.1174
2021-05-11,-39.1174
2021-05-12,-39.1174
2021-05-13,-39.1174
2021-05-14,-39.1174
2021-05-15,-39.1174
2021-05-16,-39.1174
2021-05-17,-39.1174
2021-05-18,-39.1174
2021-05-19,-39.1174
2021-05-20,-39.1174
2021-05-21,-39.1174
2021-05-22,-39.1174
2021-05-23,-39.1174
2021-05-24,-39.1174
2021-05-25,-39.1174
2021-05-26,-39.1174
2021-05-27,-39.1174
2021-05-28,-39.1174
2021-05-29,-39.1174
2021-05-30,-39.1174
2021-05-31,-39.1174
2021-06-01,-39.1174
2021-06-02,-39.1174
2021-06-03,-39.1174
2021-06-04,-39.1174
2021-06-05,-39.1174
2021-06-06,-39.1174
2021-06-07,-39.1174
2021-06-08,-39.1174
2021-06-09,-39.1174
2021-06-10,-39.1174
2021-06-11,-39.1174
2021-06-12,-39.1174
2021-06-13,-39.1174
2021-06-14,-39.1174
2021-06-15,-39.1174
2021-06-16,-39.1174
2021-06-17,-39.1174
2021-06-18,-39.1174
2021-06-19,-39.1174
2021-06-20,-39.1174
2021-06-21,-39.1174
2021-06-22,-39.1174
2021-06-23,-39.1174
2021-06-24,-39.1174
2021-06-25,-39.1174
2021-06-26,-39.1174
2021-06-27,-39.1174
2021-06-28,-39.1174
2021-06-29,-39.1174
2021-06-30,-26.1615
2021-07-01,-26.1615
2021-07-02,-26.1615
2021-07-03,-26.1615
2021-07-04,-26.1615
2021-07-05,-26.1615
2021-07-06,-26.1615
2021-07-07,-26.1615
2021-07-08,-26.1615
2021-07-09,-26.1615
2021-07-10,-26.1615
2021-07-11,-26.1615
2021-07-12,-26.1615
2021-07-13,-26.1615
2021-07-14,-26.1615
2021-07-15,-26.1615
2021-07-16,-26.1615
2021-07-17,-26.1615
2021-07-18,-26.1615
2021-07-19,-26.1615
2021-07-20,-26.1615
2021-07-21,-26.1615
2021-07-22,-26.1615
2021-07-23,-26.1615
2021-07-24,-26.1615
2021-07-25,-26.1615
2021-07-26,-26.1615
2021-07-27,-26.1615
2021-07-28,-26.1615
2021-07-29,-26.1615
2021-07-30,-26.1615
2021-07-31,-26.1615
2021-08-01,-26.1615
2021-08-02,-26.1615
2021-08-03,-26.1615
2021-08-04,-26.1615
2021-08-05,-26.1615
2021-08-06,-26.1615
2021-08-07,-26.1615
2021-08-08,-26.1615
2021-08-09,-26.1615
2021-08-10,-26.1615
2021-08-11,-26.1615
2021-08-12,-26.1615
2021-08-13,-26.1615
2021-08-14,-26.1615
2021-08-15,-26.1615
2021-08-16,-26.1615
2021-08-17,-26.1615
2021-08-18,-26.1615
2021-08-19,-26.1615
2021-08-20,-26.1615
2021-08-21,-26.1615
2021-08-22,-26.1615
2021-08-23,-26.1615
2021-08-24,-26.1615
2021-08-25,-26.1615
2021-08-26,-26.1615
2021-08-27,-26.1615
2021-08-28,-26.1615
2021-08-29,-26.1615
2021-08-30,-26.1615
2021-08-31,-26.1615
2021-09-01,-26.1615
2021-09-02,-26.1615
2021-09-03,-26.1615
2021-09-04,-26.1615
2021-09-05,-26.1615
2021-09-06,-26.1615
2021-09-07,-26.1615
2021-09-08,-26.1615
2021-09-09,-26.1615
2021-09-10,-26.1615
2021-09-11,-26.1615
2021-09-12,-26.1615
2021-09-13,-26.1615
2021-09-14,-26.1615
2021-09-15,-26.1615
2021-09-16,-26.1615
2021-09-17,-26.1615
2021-09-18,-26.1615
2021-09-19,-26.1615
2021-09-20,-26.1615
2021-09-21,-26.1615
2021-09-22,-26.1615
2021-09-23,-26.1615
2021-09-24,-26.1615
2021-09-25,-26.1615
2021-09-26,-26.1615
2021-09-27,-26.1615
2021-09-28,-26.1615
2021-09-29,-26.1615
2021-09-30,35.4569
2021-10-01,35.4569
2021-10-02,35.4569
2021-10-03,35.4569
2021-10-04,35.4569
2021-10-05,35.4569
2021-10-06,35.4569
2021-10-07,35.4569
2021-10-08,35.4569
2021-10-09,35.4569
2021-10-10,35.4569
2021-10-11,35.4569
2021-10-12,35.4569
2021-10-13,35.4569
2021-10-14,35.4569
2021-10-15,35.4569
2021-10-16,35.4569
2021-10-17,35.4569
2021-10-18,35.4569
2021-10-19,35.4569
2021-10-20,35.4569
2021-10-21,35.4569
2021-10-22,35.4569
2021-10-23,35.4569
2021-10-24,35.4569
2021-10-25,35.4569
2021-10-26,35.4569
2021-10-27,35.4569
2021-10-28,35.4569
2021-10-29,35.4569
2021-10-30,35.4569
2021-10-31,35.4569
2021-11-01,35.4569
2021-11-02,35.4569
2021-11-03,35.4569
2021-11-04,35.4569
2021-11-05,35.4569
2021-11-06,35.4569
2021-11-07,35.4569
2021-11-08,35.4569
2021-11-09,35.4569
2021-11-10,35.4569
2021-11-11,35.4569
2021-11-12,35.4569
2021-11-13,35.4569
2021-11-14,35.4569
2021-11-15,35.4569
2021-11-16,35.4569
2021-11-17,35.4569
2021-11-18,35.4569
2021-11-19,35.4569
2021-11-20,35.4569
2021-11-21,35.4569
2021-11-22,35.4569
2021-11-23,35.4569
2021-11-24,35.4569
2021-11-25,35.4569
2021-11-26,35.4569
2021-11-27,35.4569
2021-11-28,35.4569
2021-11-29,35.4569
2021-11-30,35.4569
2021-12-01,35.4569
2021-12-02,35.4569
2021-12-03,35.4569
2021-12-04,35.4569
2021-12-05,35.4569
2021-12-06,35.4569
2021-12-07,35.4569
2021-12-08,35.4569
2021-12-09,35.4569
2021-12-10,35.4569
2021-12-11,35.4569
2021-12-12,35.4569
2021-12-13,35.4569
2021-12-14,35.4569
2021-12-15,35.4569
2021-12-16,35.4569
2021-12-17,35.4569
2021-12-18,35.4569
2021-12-19,35.4569
2021-12-20,35.4569
2021-12-21,35.4569
2021-12-22,35.4569
2021-12-23,35.4569
2021-12-24,35.4569
2021-12-25,35.4569
2021-12-26,35.4569
2021-12-27,35.4569
2021-12-28,35.4569
2021-12-29,35.4569
2021-12-30,35.4569
2021-12-31,11.2637
2022-01-01,11.2637
2022-01-02,11.2637
2022-01-03,11.2637
2022-01-04,11.2637
2022-01-05,11.2637
2022-01-06,11.2637
2022-01-07,11.2637
2022-01-08,11.2637
2022-01-09,11.2637
2022-01-10,11.2637
2022-01-11,11.2637
2022-01-12,11.2637
2022-01-13,11.2637
2022-01-14,11.2637
2022-01-15,11.2637
2022-01-16,11.2637
2022-01-17,11.2637
2022-01-18,11.2637
2022-01-19,11.2637
2022-01-20,11.2637
2022-01-21,11.2637
2022-01-22,11.2637
2022-01-23,11.2637
2022-01-24,11.2637
2022-01-25,11.2637
2022-01-26,11.2637
2022-01-27,11.2637
2022-01-28,11.2637
